,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.85,2.77,1.38,1.51,1.22,1.2,6.13,5.12,7.37,6.61,7.27,3.17,9.33,6.87,3.79,11.79
e_1,1.78,5.91,1.2,2.03,1.32,1.39,5.22,4.89,11.89,5.7,8.22,8.2,10.77,8.51,4.75,9.66
d_1,1.62,1.3,6.48,1.06,1.47,1.74,5.78,5.75,3.66,14.28,8.61,8.16,11.93,7.9,9.42,11.53
c_1,1.21,1.41,1.24,6.53,3.16,1.5,5.51,4.72,7.66,2.73,4.02,7.24,9.96,4.78,7.33,10.79
b_1,1.66,1.15,1.72,1.36,7.51,3.04,5.34,6.07,5.68,6.97,3.33,7.01,11.64,8.26,9.3,10.57
a_1,1.74,1.49,1.87,1.71,1.31,11.13,5.42,5.83,6.52,6.86,6.99,5.3,11.54,4.34,5.69,9.05
h_1,2.62,2.11,1.8,1.72,1.78,1.35,16.16,8.27,8.45,6.07,8.48,7.48,10.45,9.39,9.63,19.92
g_1,1.75,1.56,2.91,1.86,1.69,1.63,5.86,19.3,6.74,8.5,8.9,13.96,14.76,8.31,12.04,9.11
d_0,2.08,2.01,0.8,3.39,1.97,1.62,6.82,7.28,16.29,5.67,8.05,9.23,12.73,7.96,10.22,13.28
c_0,2.2,1.54,2.19,1.18,1.28,1.74,6.4,8.56,8.54,18.77,19.39,9.55,16.47,11.36,12.73,15.11
b_0,1.91,1.85,2.05,1.92,1.26,1.18,6.99,7.15,9.64,9.62,20.85,10.7,16.0,21.6,10.81,16.11
f_0,1.17,1.47,2.16,1.72,1.94,2.2,7.31,6.36,8.74,10.77,10.17,22.54,16.28,11.85,26.87,17.3
h_0,2.21,1.65,2.35,2.02,1.68,1.88,4.89,9.6,8.49,7.81,9.19,9.34,7.44,9.65,11.36,19.3
a_0,1.9,1.57,2.6,1.91,1.78,1.0,7.6,8.83,7.7,8.47,9.63,10.86,16.28,23.58,11.1,13.95
e_0,1.98,1.07,2.36,2.21,2.0,1.76,8.36,6.51,9.14,7.68,10.07,9.32,15.52,10.58,26.77,14.85
g_0,1.65,1.86,3.07,1.68,1.4,1.53,7.03,7.27,6.59,9.22,9.16,15.01,13.05,10.66,11.62,6.25
