,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.05,2.29,2.6,2.19,1.88,0.58,0.77,0.37,0.38,0.41,0.44,0.34,0.39,1.01,0.33
f_1,1.68,0.43,1.69,2.22,2.27,1.91,0.43,0.68,0.43,0.42,0.42,0.84,0.19,0.43,0.39,0.32
d_1,2.92,2.33,0.42,1.72,1.84,2.04,0.6,0.36,1.15,0.38,0.37,0.35,0.37,0.37,0.38,0.19
c_1,1.7,2.54,2.5,0.42,2.36,1.55,0.57,0.57,0.21,0.81,0.41,0.36,0.32,0.37,0.35,0.33
b_1,2.53,2.39,2.03,1.18,0.39,2.92,0.57,0.7,0.72,0.64,2.08,0.52,0.41,0.52,0.52,0.39
a_1,2.66,3.32,2.83,3.23,1.24,0.33,1.1,0.99,0.61,0.61,0.9,0.67,0.37,1.52,0.55,0.36
h_1,3.45,3.73,3.74,3.26,3.61,2.94,0.33,1.24,0.74,0.67,0.68,0.77,0.85,0.72,0.68,0.5
g_1,3.79,4.22,3.65,3.84,3.76,3.38,0.79,0.31,0.77,0.77,0.72,0.73,0.41,0.7,0.77,0.74
d_0,1.9,3.56,7.07,3.99,3.97,4.02,1.13,1.43,0.42,0.75,0.79,0.9,0.67,0.83,0.74,0.59
c_0,4.36,3.52,2.05,9.89,3.97,4.83,1.16,0.96,1.04,0.38,0.79,0.87,0.58,0.97,0.79,0.56
b_0,3.28,4.07,3.25,5.63,8.03,4.21,1.04,1.26,0.78,0.5,0.35,0.72,0.54,0.87,0.67,0.49
f_0,3.76,11.28,4.15,4.16,3.51,3.56,1.42,0.63,0.95,0.76,0.73,0.37,0.52,0.75,0.86,0.37
h_0,3.77,4.78,3.84,5.13,5.19,4.05,2.44,1.34,0.87,0.78,0.81,0.85,0.94,0.93,0.93,0.54
a_0,4.7,4.41,4.89,4.56,6.06,11.55,1.36,1.29,1.1,0.89,0.47,0.92,0.58,0.33,0.87,0.61
e_0,8.11,8.55,3.86,5.93,5.67,5.25,1.12,1.16,1.02,0.75,0.96,0.39,0.66,1.01,0.32,0.75
g_0,4.84,6.21,5.36,5.07,5.26,5.18,1.24,1.8,1.01,0.9,0.83,0.88,0.59,0.95,1.01,1.94
