,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.84,0.96,0.99,0.92,0.73,0.66,0.95,0.56,0.75,0.55,0.5,0.6,,0.4
f_1,1.22,1.0,1.03,0.9,0.94,0.65,0.67,0.71,0.6,0.64,,0.65,0.52,0.55,0.49,0.64
d_1,1.19,0.97,1.0,0.86,1.27,0.8,0.71,0.58,,0.94,0.63,0.61,0.69,0.46,0.6,0.4
c_1,1.04,1.11,1.16,1.0,1.37,0.74,0.58,0.81,0.47,,0.64,0.6,0.61,0.78,0.8,0.63
b_1,1.01,1.06,0.78,0.73,1.0,1.15,0.84,0.86,0.64,0.78,0.9,,0.71,0.6,0.55,0.63
a_1,1.09,1.53,1.26,1.36,0.87,1.0,0.79,,0.78,0.83,,0.69,,,,0.83
h_1,1.36,1.49,1.41,1.71,1.19,1.26,1.0,1.28,0.91,1.01,0.71,0.75,,0.63,0.71,0.81
g_1,1.52,1.42,1.72,1.24,1.16,,0.78,1.0,0.94,0.79,1.62,1.05,0.8,0.75,0.95,
d_0,1.05,1.67,,2.13,1.56,1.29,1.1,1.06,1.0,1.21,0.95,0.81,0.89,0.89,0.82,0.85
c_0,1.78,1.55,1.06,,1.28,1.21,0.99,1.27,0.82,1.0,1.06,1.38,1.0,1.13,0.69,0.99
f_0,1.33,,1.58,1.56,1.11,,1.41,0.62,1.05,0.95,1.0,1.22,0.9,0.99,1.56,1.06
b_0,1.82,1.54,1.63,1.67,,1.44,1.33,0.95,1.23,0.72,0.82,1.0,0.96,1.21,1.0,0.92
h_0,1.99,1.93,1.45,1.65,1.41,,,1.24,1.12,1.0,1.11,1.04,,0.77,0.75,1.02
a_0,1.67,1.82,2.17,1.29,1.67,,1.58,1.34,1.13,0.89,1.01,0.83,1.29,1.0,1.01,0.77
e_0,,2.03,1.67,1.24,1.8,,1.41,1.05,1.22,1.45,0.64,1.0,1.33,0.99,1.0,1.08
g_0,2.52,1.57,2.48,1.59,1.59,1.2,1.23,,1.17,1.01,0.94,1.08,0.98,1.3,0.93,
