,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11662.7,6141.31,6588.63,10276.65,14248.33,59791.48,6901098.92,29839046.04,17649164.84,27578246.98,45085108.85,53807130.23,153908401.66,223411717.92,224544898.76,372123149.83
f_1,8309.72,12563.87,7064.66,8357.65,12971.45,66390.58,6002161.1,18738696.27,16464298.92,29948811.88,42607024.67,37457431.13,165828226.12,205931323.12,198493858.71,346468522.34
d_1,4850.72,6116.27,19489.26,6310.02,15107.26,71798.0,6958932.51,12209479.52,19604727.81,54306193.86,50672013.57,58366115.02,191395460.28,264593039.02,326970317.49,405583994.3
c_1,4829.73,5407.46,8005.73,19665.99,24836.58,59797.96,6675268.34,17220018.9,16133216.7,20862409.36,34270588.74,52137961.08,185155986.23,213763551.57,314040940.33,363894939.61
b_1,5167.82,5292.02,8449.46,9086.2,40251.87,121182.81,6142051.63,16474521.29,14937632.53,28112091.34,32756267.84,51484911.8,157947216.93,170191342.85,291648425.67,390527674.19
a_1,4882.39,6160.06,9893.15,7702.9,14574.18,246681.02,7444818.46,19347353.17,17262289.35,32696878.45,49043800.25,57805401.73,185765390.08,190761964.83,277886756.65,398849227.2
h_1,5836.49,8408.65,9359.73,8303.03,13827.85,65381.94,12625125.02,18161118.58,20613266.65,27273253.91,48208550.17,53629744.09,167448722.99,281234669.36,297350505.53,504733422.21
d_0,6044.61,6467.2,6491.43,14268.91,16086.75,60716.5,7507076.13,26666387.78,16850307.91,22441991.79,45561806.24,56279684.39,188126954.55,196379381.19,287286334.58,391587742.67
g_1,5014.55,5864.14,12768.99,8296.62,16097.31,64067.73,7706539.51,16285785.68,36574713.9,33674119.62,42536956.03,82021961.55,174894010.16,275779686.55,352627202.08,375500317.89
c_0,5784.73,7230.69,10065.87,6834.89,11464.33,63688.63,8070832.46,18687097.04,17593018.58,52187119.47,81654865.95,63899269.55,196217332.88,308312176.33,348000793.08,421374454.27
b_0,6156.37,6793.9,9566.31,9667.98,11666.73,57617.73,7949903.91,20613077.38,19062356.8,31497532.33,71276349.71,58267693.06,204534681.77,505558874.78,325841579.61,440447928.31
f_0,4944.89,5651.95,10449.59,9002.66,17057.71,66687.6,8776658.16,20254035.59,18792164.95,32328148.02,55099501.9,93913621.4,206172362.95,287687817.14,595211192.09,488073177.51
h_0,4815.12,7650.77,9898.01,8717.69,15346.24,66810.63,6159898.36,16614047.1,23268095.64,36387844.9,51198327.17,64349983.06,150571128.42,251110219.29,324570548.33,507141481.77
a_0,5047.28,6907.77,9703.08,9087.65,14738.87,63352.55,8590465.12,19625758.52,21463407.4,36268390.42,49931976.53,62461213.67,226661124.91,486294685.77,375143239.78,439356947.49
e_0,4619.4,7269.84,9399.76,9395.49,17145.58,66327.67,8573118.21,18584281.81,17656066.58,31255536.44,50814558.89,59050234.96,237305431.88,278475365.6,569679591.56,463528114.87
g_0,5004.35,5311.12,12143.8,8979.23,16900.64,70901.99,8310139.13,15835902.1,15248421.14,32030467.1,52276848.35,87843324.73,206012407.9,236282128.38,364453403.3,406913993.97
