,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.94,1.02,0.94,0.85,0.78,0.63,0.95,0.64,0.64,0.7,0.67,0.6,0.55,0.5
f_1,1.31,1.0,0.88,1.09,0.9,0.74,0.5,0.69,0.6,0.62,0.63,0.62,0.45,0.58,0.59,0.54
d_1,1.07,1.14,1.0,0.82,0.93,0.86,0.76,0.59,0.66,0.88,0.68,0.55,0.68,0.58,0.48,0.44
c_1,0.98,0.92,1.22,1.0,1.27,1.03,0.59,0.73,0.52,0.59,0.59,0.57,0.63,0.45,0.53,0.71
b_1,1.07,1.12,1.08,0.79,1.0,1.19,0.77,0.8,0.7,0.72,0.47,0.61,0.65,0.63,0.65,0.52
a_1,1.18,1.35,1.16,0.97,0.84,1.0,0.95,0.76,0.75,0.8,0.84,0.85,0.64,,0.67,0.6
h_1,1.3,1.99,1.36,1.66,1.25,1.05,1.0,1.15,0.76,0.74,0.81,0.75,0.89,0.68,0.69,1.03
g_1,1.59,1.41,1.69,1.39,1.24,1.27,0.86,1.0,0.94,0.95,0.91,1.06,0.76,0.86,0.73,0.91
d_0,1.0,1.73,1.5,2.05,1.5,1.24,1.27,1.05,1.0,0.82,0.93,0.93,0.89,0.89,1.1,0.98
c_0,1.62,1.67,1.13,1.72,1.4,1.17,1.41,1.02,1.19,1.0,1.41,1.22,0.98,0.94,0.8,0.9
b_0,1.5,1.67,1.43,1.88,2.14,1.1,1.18,1.05,1.12,0.71,1.0,0.83,1.22,1.31,1.0,1.12
f_0,1.42,1.84,1.82,1.86,1.59,1.3,1.34,0.87,0.99,0.86,1.2,1.0,0.88,0.97,1.28,0.87
h_0,1.38,2.29,1.51,1.55,1.55,1.45,1.15,1.26,1.15,1.03,0.84,1.1,1.0,0.76,0.81,1.12
a_0,1.64,1.81,1.82,2.21,1.59,,1.47,1.16,1.13,1.06,0.73,0.91,1.22,1.0,0.99,1.11
e_0,1.6,1.76,2.03,1.87,1.62,1.34,1.52,1.4,1.0,1.31,1.02,0.82,1.28,0.98,1.0,0.97
g_0,1.8,1.84,2.21,1.49,1.91,1.57,0.94,1.06,1.04,1.11,0.94,1.11,0.92,0.86,1.01,1.0
