,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.46,0.46,0.33,0.33,0.24,0.38,0.62,0.31,0.32,0.31,0.31,0.36,0.23,0.17,0.27
f_1,0.68,0.92,0.39,0.32,0.33,0.22,0.33,0.4,0.28,0.3,0.3,0.2,0.36,0.22,0.15,0.28
c_1,0.37,0.41,0.91,0.31,0.63,0.31,0.31,0.36,0.33,0.23,0.21,0.29,0.35,0.19,0.22,0.25
d_1,0.41,0.49,0.28,0.92,0.3,0.22,0.35,0.26,0.31,0.62,0.4,0.33,0.39,0.28,0.25,0.27
b_1,0.42,0.43,0.41,0.36,0.9,0.47,0.31,0.32,0.29,0.29,0.2,0.32,0.38,0.16,0.2,0.28
a_1,0.42,0.47,0.4,0.4,0.3,0.9,0.39,0.37,0.32,0.38,0.36,0.3,0.36,0.21,0.21,0.28
h_1,0.49,0.62,0.36,0.39,0.31,0.22,0.67,0.34,0.35,0.38,0.38,0.31,0.31,0.28,0.22,0.35
d_0,0.39,0.46,0.67,0.29,0.47,0.26,0.37,0.55,0.3,0.27,0.3,0.32,0.4,0.21,0.24,0.3
g_1,0.42,0.46,0.38,0.59,0.33,0.22,0.37,0.39,0.63,0.41,0.41,0.47,0.41,0.27,0.27,0.23
c_0,0.5,0.5,0.29,0.43,0.26,0.25,0.42,0.37,0.34,0.59,0.66,0.37,0.47,0.37,0.28,0.33
b_0,0.48,0.49,0.4,0.43,0.26,0.24,0.47,0.4,0.34,0.38,0.55,0.4,0.39,0.51,0.24,0.34
f_0,0.37,0.39,0.46,0.44,0.35,0.34,0.36,0.39,0.38,0.41,0.41,0.56,0.43,0.33,0.46,0.31
h_0,0.5,0.59,0.4,0.4,0.35,0.25,0.28,0.33,0.4,0.3,0.35,0.32,0.34,0.25,0.23,0.34
a_0,0.52,0.47,0.47,0.42,0.32,0.21,0.39,0.44,0.34,0.35,0.38,0.36,0.46,0.49,0.28,0.29
e_0,0.37,0.48,0.43,0.42,0.4,0.26,0.38,0.34,0.33,0.39,0.4,0.38,0.49,0.29,0.47,0.37
g_0,0.43,0.4,0.34,0.6,0.4,0.28,0.39,0.31,0.31,0.39,0.34,0.52,0.43,0.28,0.28,0.25
