,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.89,0.25,0.21,0.25,0.16,0.12,0.2,0.36,0.22,0.15,0.18,0.16,0.17,0.12,0.17,0.05
f_1,0.42,0.89,0.22,0.18,0.14,0.09,0.2,0.21,0.19,0.16,0.16,0.08,0.16,0.12,0.16,0.07
d_1,0.21,0.28,0.9,0.14,0.15,0.11,0.2,0.13,0.38,0.19,0.23,0.18,0.22,0.14,0.19,0.14
c_1,0.21,0.23,0.2,0.89,0.31,0.13,0.2,0.21,0.07,0.12,0.13,0.16,0.18,0.1,0.17,0.12
b_1,0.25,0.23,0.2,0.25,0.88,0.19,0.17,0.19,0.17,0.11,0.07,0.15,0.21,0.1,0.14,0.11
a_1,0.23,0.22,0.28,0.2,0.18,0.88,0.22,0.19,0.18,0.14,0.21,0.14,0.24,0.05,0.16,0.1
h_1,0.29,0.38,0.31,0.24,0.16,0.1,0.59,0.2,0.23,0.25,0.24,0.18,0.14,0.14,0.26,0.16
d_0,0.27,0.3,0.17,0.48,0.2,0.14,0.23,0.43,0.22,0.2,0.24,0.2,0.25,0.14,0.17,0.12
c_0,0.3,0.31,0.34,0.16,0.15,0.11,0.25,0.26,0.46,0.21,0.47,0.22,0.29,0.21,0.21,0.14
g_1,0.27,0.24,0.48,0.24,0.17,0.09,0.22,0.2,0.29,0.55,0.22,0.26,0.25,0.16,0.17,0.15
b_0,0.22,0.35,0.3,0.27,0.11,0.09,0.28,0.29,0.28,0.21,0.47,0.24,0.27,0.33,0.21,0.15
f_0,0.19,0.21,0.35,0.29,0.21,0.14,0.28,0.23,0.27,0.23,0.23,0.44,0.25,0.16,0.24,0.34
h_0,0.28,0.38,0.3,0.24,0.21,0.12,0.16,0.23,0.27,0.25,0.2,0.17,0.16,0.14,0.27,0.12
a_0,0.27,0.31,0.36,0.21,0.19,0.08,0.22,0.3,0.29,0.21,0.3,0.24,0.24,0.4,0.2,0.16
g_0,0.23,0.28,0.45,0.23,0.22,0.13,0.24,0.22,0.21,0.13,0.21,0.3,0.25,0.1,0.12,0.17
e_0,0.17,0.3,0.38,0.26,0.24,0.15,0.31,0.24,0.2,0.21,0.26,0.21,0.25,0.13,0.23,0.36
