,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.84,1.34,1.6,1.03,1.33,1.33,5.1,10.93,5.42,3.64,5.6,7.55,7.09,9.42,3.39,9.66
f_1,2.34,6.0,1.05,1.19,1.04,1.5,4.12,5.69,6.1,3.8,6.32,2.47,5.78,7.6,5.74,9.51
c_1,1.02,1.31,6.47,1.46,2.29,1.03,3.93,4.81,2.08,4.38,4.68,5.98,5.27,8.67,6.01,7.77
d_1,1.21,1.44,0.97,6.55,1.32,1.19,5.31,2.51,10.94,5.83,8.26,6.25,7.61,10.68,8.14,8.6
b_1,1.27,1.25,1.67,1.36,6.91,2.12,4.64,5.46,5.56,4.01,1.99,5.45,4.36,8.79,5.76,8.96
a_1,1.27,1.25,1.45,1.41,1.25,10.96,5.44,6.56,5.63,4.75,6.75,5.67,4.6,8.97,7.67,13.08
h_1,1.34,2.27,1.41,1.64,1.58,1.39,16.63,6.65,7.36,8.02,8.43,7.65,8.47,6.85,8.53,12.78
d_0,1.62,1.8,2.82,0.81,1.66,1.29,5.14,15.43,6.41,5.85,5.96,7.61,8.32,12.47,6.92,9.77
c_0,1.59,1.84,0.92,1.94,1.29,1.38,5.92,6.84,15.97,7.04,16.41,9.7,9.7,12.18,6.72,9.93
g_1,1.51,1.29,1.58,2.5,1.46,1.38,5.03,4.67,7.1,22.25,7.8,12.29,8.47,11.53,9.32,5.13
b_0,1.37,1.66,1.69,1.8,0.82,1.76,6.23,6.54,8.94,6.55,19.12,8.99,17.77,10.54,9.05,12.51
f_0,1.28,1.04,1.79,1.68,1.66,1.68,6.72,8.49,8.51,6.26,9.87,20.38,10.04,15.84,15.99,10.43
a_0,1.58,1.86,1.77,1.81,1.3,0.96,5.77,8.57,9.51,5.26,8.33,7.24,22.2,10.35,8.69,9.0
h_0,1.55,2.26,1.56,1.71,1.62,1.43,2.38,7.36,8.18,8.94,7.93,7.26,7.2,8.88,8.68,16.35
e_0,0.89,1.82,1.53,1.94,1.62,1.28,6.81,7.42,9.36,6.9,9.05,7.86,9.55,14.35,26.06,14.04
g_0,1.44,1.58,1.59,2.77,1.42,1.44,5.72,5.82,8.45,3.46,7.07,13.0,7.74,11.94,8.08,8.37
