,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,102.92,57.51,72.91,115.18,165.81,480.44,12379.66,17555.57,34857.19,23379.94,44811.68,42208.78,115600.97,153363.11,132217.15,248916.16
f_1,92.93,105.59,65.47,95.43,133.17,420.98,10501.51,15598.57,23041.55,24957.86,30765.27,42262.61,96281.85,114859.05,103777.95,239847.07
d_1,55.31,67.03,124.38,79.33,127.4,367.92,11504.74,14607.07,15453.91,38744.1,37224.41,50328.28,106311.17,146427.19,135924.9,212560.07
c_1,49.83,55.36,61.65,145.99,226.23,356.1,10208.58,14903.93,16502.59,14647.78,32680.84,26437.43,94853.55,108079.03,119897.53,187761.71
b_1,40.85,49.13,59.65,59.59,218.8,559.6,8657.12,13811.15,17677.78,20626.17,30065.78,23771.09,80389.68,83301.32,98280.51,158238.24
a_1,32.86,32.72,47.16,60.4,68.35,515.24,7253.69,8996.59,13863.97,15432.74,21233.64,23512.8,60355.76,56473.26,79119.91,125640.3
h_1,13.23,18.33,18.64,21.36,29.49,91.23,3922.56,5427.37,5209.89,5853.51,8885.08,9502.5,23073.39,29870.98,31654.7,63812.58
g_1,11.4,12.8,21.67,18.45,29.77,84.53,2053.69,5270.55,4057.73,5966.27,10856.43,7855.04,20008.22,29132.36,32446.23,48419.61
d_0,10.57,12.94,12.05,29.49,31.93,72.52,2207.88,3033.61,5435.47,3727.7,6647.32,7737.57,23515.22,27795.55,25913.88,41991.91
c_0,11.25,12.75,13.47,17.46,20.71,82.27,2328.84,2987.13,4977.61,6520.12,8258.52,12987.78,20891.02,27688.4,26864.57,48546.5
f_0,8.54,10.0,13.7,16.52,25.52,71.15,1992.4,2594.92,4103.61,4340.47,8906.25,7852.39,17640.92,21873.63,43526.12,37618.46
b_0,9.93,11.29,11.47,17.17,19.98,60.65,1715.5,2815.58,3824.95,3805.26,6332.94,9090.12,18249.1,37469.22,20168.32,38666.05
h_0,7.36,10.06,10.94,10.68,18.36,48.5,1141.58,2655.03,2267.32,3622.83,4532.38,4980.75,11967.8,16076.39,14496.09,34725.87
a_0,6.14,7.49,8.29,10.95,17.89,46.24,1407.27,1856.82,2417.18,3053.03,4158.7,4231.62,13187.99,21440.84,14820.78,26090.69
e_0,5.75,8.34,8.54,10.6,16.94,39.05,1376.17,1960.15,2528.85,3116.68,3319.49,5504.05,13759.01,14746.45,22143.77,25593.16
g_0,5.46,5.72,10.57,8.59,13.42,36.48,1051.17,1335.23,2014.21,2631.51,5231.62,4308.13,9913.08,14634.35,16263.33,20141.02
