,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.45,4.1,3.33,4.02,4.9,3.64,0.88,1.6,0.87,0.78,0.83,5.32,0.48,1.0,0.72,1.03
e_1,2.25,0.44,5.0,4.76,4.23,4.65,1.42,1.41,1.0,0.88,1.15,0.98,0.69,0.93,0.76,5.1
d_1,4.5,4.7,0.43,3.79,4.33,4.62,1.07,0.86,0.92,4.45,0.91,0.96,0.62,0.84,0.42,0.8
c_1,5.32,4.18,5.72,0.41,4.19,5.07,1.33,1.13,2.86,0.51,0.87,0.84,0.79,0.98,0.72,0.75
b_1,5.17,4.96,5.15,2.64,0.4,5.19,1.78,1.58,1.17,0.98,3.66,0.9,0.68,0.96,0.81,1.0
a_1,6.58,5.53,7.46,7.77,3.5,0.33,1.7,1.88,0.93,1.08,1.29,0.91,0.98,5.18,0.66,1.26
h_1,5.45,5.19,4.87,5.81,4.42,4.94,0.35,1.62,1.06,1.12,1.0,0.81,2.01,0.97,0.64,0.81
g_1,6.44,6.21,4.22,7.43,6.93,6.04,1.25,0.32,1.07,0.94,0.87,1.26,0.5,0.83,1.59,1.06
c_0,6.64,5.44,2.87,24.57,5.79,6.02,1.42,1.43,0.43,1.44,1.08,1.26,0.74,1.13,0.84,1.04
d_0,6.9,2.69,15.98,6.28,7.46,6.0,1.62,1.82,1.12,0.46,1.08,0.98,0.86,1.56,0.92,0.96
b_0,6.26,7.26,4.63,7.44,14.31,4.49,1.64,1.41,0.61,1.24,0.41,0.97,0.87,1.01,0.88,1.01
f_0,17.68,6.09,6.54,6.03,6.47,5.15,2.38,1.11,1.19,1.23,1.12,0.42,0.77,0.92,0.63,0.89
h_0,6.64,6.36,6.92,11.92,5.81,5.65,4.88,2.1,1.47,1.43,1.53,1.42,2.59,1.31,1.03,1.2
a_0,6.92,7.3,6.62,9.94,10.33,15.54,2.19,2.1,1.16,1.73,0.76,1.23,0.74,0.34,0.99,1.33
g_0,8.45,6.82,7.15,7.2,8.72,7.74,1.48,4.05,1.48,1.6,1.47,1.56,0.84,1.58,3.29,2.34
e_0,13.07,19.07,7.1,7.74,7.07,5.67,1.89,2.22,1.68,1.33,1.13,0.6,1.42,2.28,0.75,0.34
