,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.89,0.23,0.17,0.24,0.19,0.14,0.2,0.35,0.15,0.19,0.17,0.16,0.19,0.14,0.15,0.06
f_1,0.45,0.89,0.2,0.19,0.15,0.09,0.15,0.21,0.12,0.18,0.15,0.07,0.18,0.11,0.15,0.06
d_1,0.21,0.24,0.89,0.17,0.18,0.12,0.21,0.11,0.14,0.33,0.2,0.19,0.2,0.12,0.17,0.12
c_1,0.2,0.22,0.21,0.89,0.33,0.13,0.19,0.2,0.14,0.08,0.12,0.14,0.2,0.1,0.15,0.12
b_1,0.2,0.2,0.23,0.2,0.89,0.26,0.17,0.19,0.13,0.17,0.08,0.18,0.17,0.08,0.13,0.12
a_1,0.2,0.22,0.24,0.25,0.2,0.88,0.18,0.21,0.13,0.22,0.18,0.19,0.18,0.06,0.14,0.11
h_1,0.25,0.37,0.28,0.22,0.19,0.14,0.57,0.27,0.24,0.22,0.17,0.19,0.15,0.16,0.32,0.15
d_0,0.29,0.25,0.14,0.5,0.24,0.17,0.21,0.46,0.17,0.15,0.2,0.19,0.26,0.13,0.18,0.12
g_1,0.23,0.22,0.42,0.26,0.22,0.11,0.22,0.2,0.57,0.21,0.21,0.34,0.23,0.16,0.13,0.16
c_0,0.28,0.3,0.26,0.21,0.2,0.16,0.23,0.28,0.2,0.44,0.41,0.21,0.27,0.19,0.22,0.15
b_0,0.34,0.31,0.25,0.28,0.15,0.08,0.29,0.25,0.22,0.22,0.46,0.24,0.3,0.35,0.18,0.12
f_0,0.21,0.15,0.31,0.29,0.25,0.16,0.25,0.25,0.21,0.21,0.2,0.45,0.27,0.16,0.24,0.35
h_0,0.29,0.36,0.24,0.29,0.26,0.11,0.16,0.23,0.26,0.2,0.22,0.2,0.15,0.15,0.22,0.15
a_0,0.26,0.33,0.33,0.25,0.2,0.07,0.27,0.27,0.2,0.22,0.21,0.24,0.32,0.41,0.26,0.15
g_0,0.23,0.22,0.44,0.26,0.24,0.15,0.19,0.19,0.12,0.24,0.21,0.31,0.23,0.12,0.17,0.17
e_0,0.16,0.33,0.35,0.28,0.21,0.14,0.25,0.25,0.2,0.24,0.24,0.22,0.28,0.17,0.23,0.38
