,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,1.58,1.86,2.03,2.21,1.87,0.39,0.4,0.33,0.67,0.34,0.81,0.18,0.36,0.37,0.29
e_1,1.12,0.44,1.92,2.26,1.97,1.96,0.82,0.5,0.43,0.62,0.51,0.66,0.35,0.42,0.94,0.47
d_1,2.29,2.54,0.41,2.02,2.71,1.59,0.57,1.01,0.44,0.35,0.33,0.34,0.29,0.43,0.36,0.18
c_1,2.12,2.07,2.54,0.41,1.97,2.05,0.54,0.26,0.79,0.59,0.37,0.4,0.33,0.39,0.4,0.33
b_1,2.37,2.18,2.2,1.17,0.4,2.84,0.78,0.5,0.67,0.77,1.68,0.45,0.35,0.5,0.46,0.42
a_1,3.89,2.47,3.19,2.78,1.4,0.33,0.77,0.58,0.58,1.1,0.68,0.57,0.33,1.59,0.49,0.32
h_1,3.64,3.24,3.56,3.42,2.79,3.15,0.33,0.62,0.71,1.07,0.64,0.56,1.2,0.55,0.56,0.51
d_0,3.84,1.99,7.05,4.23,3.85,3.74,1.15,0.39,1.06,1.11,0.61,0.9,0.57,0.79,0.82,0.74
c_0,3.77,4.12,1.82,11.44,3.93,4.24,1.1,1.02,0.37,1.21,0.83,0.61,0.69,0.68,0.67,0.5
g_1,3.76,4.45,3.84,4.47,4.19,2.85,0.79,0.76,0.78,0.3,0.86,0.81,0.44,0.76,0.71,0.9
b_0,4.12,3.29,3.5,5.48,7.36,4.72,1.06,0.86,0.47,0.96,0.36,0.8,0.57,0.76,0.67,0.43
f_0,12.29,4.08,3.34,4.8,3.41,4.11,1.37,0.99,0.91,0.68,1.12,0.33,0.67,0.9,1.01,0.42
h_0,4.37,3.9,4.05,4.77,4.32,4.61,2.7,0.88,0.92,1.28,0.96,0.93,1.14,0.91,0.86,0.68
a_0,5.31,4.62,3.39,4.33,7.69,9.97,1.16,0.98,0.8,1.86,0.48,0.86,1.01,0.33,0.82,0.77
e_0,6.98,8.13,4.44,4.53,5.76,4.15,1.34,1.07,0.9,1.34,1.2,0.5,0.82,1.08,0.33,0.59
g_0,6.2,5.18,4.13,5.45,4.61,5.27,1.11,1.26,1.02,2.37,1.11,0.88,0.55,1.19,0.79,1.08
