,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.3,0.53,0.27,0.23,0.17,0.23,0.21,0.26,0.28,0.24,0.14,0.28,0.18,0.12,0.19
d_1,0.39,0.91,0.3,0.25,0.24,0.17,0.29,0.25,0.52,0.15,0.33,0.23,0.3,0.19,0.19,0.24
e_1,0.38,0.27,0.91,0.34,0.25,0.17,0.29,0.24,0.27,0.49,0.26,0.23,0.32,0.2,0.13,0.25
c_1,0.32,0.31,0.28,0.9,0.48,0.19,0.23,0.22,0.16,0.27,0.19,0.25,0.29,0.18,0.17,0.25
b_1,0.35,0.36,0.28,0.3,0.89,0.36,0.28,0.21,0.26,0.27,0.15,0.23,0.3,0.16,0.17,0.24
a_1,0.39,0.38,0.31,0.31,0.25,0.88,0.26,0.27,0.26,0.23,0.29,0.23,0.37,0.11,0.19,0.22
h_1,0.5,0.4,0.3,0.33,0.25,0.16,0.62,0.36,0.28,0.25,0.22,0.27,0.26,0.19,0.19,0.34
g_1,0.33,0.57,0.32,0.33,0.27,0.17,0.32,0.61,0.3,0.22,0.25,0.38,0.31,0.24,0.21,0.22
c_0,0.44,0.39,0.36,0.23,0.22,0.22,0.35,0.27,0.52,0.25,0.52,0.24,0.35,0.27,0.22,0.3
d_0,0.41,0.21,0.33,0.61,0.31,0.18,0.29,0.25,0.16,0.49,0.24,0.26,0.29,0.22,0.2,0.23
b_0,0.42,0.36,0.39,0.33,0.22,0.18,0.33,0.31,0.33,0.32,0.48,0.25,0.34,0.44,0.21,0.28
f_0,0.31,0.41,0.29,0.38,0.27,0.19,0.36,0.28,0.33,0.25,0.3,0.51,0.4,0.23,0.4,0.31
h_0,0.51,0.37,0.37,0.32,0.29,0.2,0.23,0.34,0.27,0.27,0.29,0.23,0.25,0.22,0.19,0.36
a_0,0.43,0.37,0.37,0.32,0.27,0.14,0.36,0.27,0.34,0.28,0.27,0.28,0.38,0.44,0.2,0.3
e_0,0.42,0.4,0.22,0.37,0.29,0.2,0.36,0.26,0.33,0.27,0.28,0.26,0.32,0.19,0.46,0.3
g_0,0.4,0.57,0.26,0.26,0.29,0.19,0.32,0.21,0.33,0.19,0.28,0.39,0.32,0.24,0.23,0.21
