,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.22,0.22,0.22,0.25,0.19,0.15,0.42,0.87,0.58,0.34,0.48,0.43,0.5,0.37,0.53,0.07
f_1,0.4,2.25,0.24,0.21,0.17,0.14,0.47,0.52,0.43,0.38,0.38,0.09,0.55,0.32,0.53,0.22
d_1,0.21,0.26,2.27,0.17,0.18,0.15,0.36,0.18,0.91,0.46,0.54,0.47,0.65,0.48,0.61,0.4
c_1,0.23,0.22,0.2,2.42,0.36,0.2,0.4,0.55,0.08,0.26,0.3,0.49,0.51,0.33,0.57,0.42
b_1,0.28,0.27,0.17,0.29,2.65,0.26,0.32,0.43,0.38,0.24,0.07,0.45,0.61,0.3,0.41,0.39
a_1,0.24,0.19,0.29,0.18,0.25,3.23,0.48,0.51,0.39,0.28,0.53,0.36,0.66,,0.47,0.35
h_1,0.39,0.59,0.44,0.35,0.26,0.21,2.76,0.63,0.83,0.85,0.88,0.79,0.34,0.53,1.25,0.76
d_0,0.37,0.43,0.14,0.77,0.34,0.28,0.75,2.12,0.88,0.68,1.0,0.73,1.17,0.63,0.91,0.68
c_0,0.43,0.45,0.49,0.16,0.31,0.22,0.81,0.89,2.22,0.76,1.83,0.86,1.23,0.97,0.99,0.78
g_1,0.39,0.38,0.67,0.36,0.25,0.21,0.63,0.78,0.87,3.09,0.72,0.97,0.97,0.68,0.44,0.67
b_0,0.31,0.57,0.48,0.41,0.08,0.2,0.93,0.88,1.0,0.77,2.41,0.9,1.31,1.36,0.85,0.73
f_0,0.33,0.17,0.53,0.4,0.37,0.36,0.87,0.96,0.99,0.86,0.92,2.57,1.18,0.66,1.13,1.54
h_0,0.38,0.55,0.41,0.38,0.4,0.29,0.26,0.74,0.89,0.81,0.82,0.59,0.42,0.61,1.33,0.57
a_0,0.39,0.49,0.61,0.32,0.29,,0.69,0.96,1.02,0.63,1.21,0.96,1.04,2.77,0.85,0.85
g_0,0.3,0.43,0.61,0.35,0.35,0.27,0.7,0.76,0.69,0.31,1.01,1.29,1.01,0.37,,0.86
e_0,0.18,0.4,0.62,0.34,0.46,0.36,1.33,0.93,0.61,0.7,0.9,0.52,0.86,0.65,0.93,2.73
