,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.17,1.61,1.3,1.58,1.92,1.43,0.35,0.63,0.34,0.31,0.33,2.09,0.19,0.39,0.28,0.41
e_1,0.86,0.17,1.91,1.81,1.61,1.77,0.54,0.54,0.38,0.34,0.44,0.37,0.26,0.35,0.29,1.94
d_1,1.71,1.79,0.17,1.44,1.65,1.76,0.41,0.33,0.35,1.7,0.35,0.37,0.24,0.32,0.16,0.3
c_1,1.91,1.5,2.05,0.15,1.5,1.82,0.48,0.4,1.03,0.18,0.31,0.3,0.28,0.35,0.26,0.27
b_1,1.79,1.72,1.78,0.91,0.14,1.8,0.62,0.55,0.4,0.34,1.27,0.31,0.23,0.33,0.28,0.35
a_1,1.89,1.59,2.14,2.23,1.0,0.09,0.49,0.54,0.27,0.31,0.37,0.26,0.28,1.49,0.19,0.36
h_1,1.01,0.96,0.9,1.07,0.82,0.91,0.07,0.3,0.2,0.21,0.19,0.15,0.37,0.18,0.12,0.15
g_1,1.1,1.06,0.72,1.27,1.18,1.03,0.21,0.06,0.18,0.16,0.15,0.21,0.08,0.14,0.27,0.18
c_0,1.11,0.91,0.48,4.11,0.97,1.01,0.24,0.24,0.07,0.24,0.18,0.21,0.12,0.19,0.14,0.17
d_0,1.11,0.43,2.57,1.01,1.2,0.96,0.26,0.29,0.18,0.07,0.17,0.16,0.14,0.25,0.15,0.16
b_0,0.97,1.12,0.71,1.15,2.21,0.69,0.25,0.22,0.09,0.19,0.06,0.15,0.13,0.16,0.14,0.16
f_0,2.62,0.9,0.97,0.9,0.96,0.77,0.35,0.16,0.18,0.18,0.17,0.06,0.11,0.14,0.09,0.13
h_0,0.87,0.83,0.91,1.57,0.76,0.74,0.64,0.28,0.19,0.19,0.2,0.19,0.34,0.17,0.14,0.16
a_0,0.87,0.92,0.83,1.25,1.3,1.95,0.27,0.26,0.15,0.22,0.09,0.15,0.09,0.04,0.12,0.17
g_0,1.02,0.83,0.87,0.87,1.06,0.94,0.18,0.49,0.18,0.19,0.18,0.19,0.1,0.19,0.4,0.28
e_0,1.57,2.3,0.86,0.93,0.85,0.68,0.23,0.27,0.2,0.16,0.14,0.07,0.17,0.27,0.09,0.04
