,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10107.38,1720.49,2029.46,1386.23,2067.03,8110.28,2403593.12,8725242.16,3611015.13,7779108.4,10307239.87,14601918.86,36083400.33,66887811.24,26562128.24,163959139.66
f_1,1784.44,13454.43,1632.04,1485.82,2561.28,13333.0,2141007.4,4316615.54,3689023.2,8530827.65,9968232.51,4242439.36,41683152.12,58909415.65,62035319.84,119390469.17
c_1,1068.6,1382.55,14634.02,1723.5,5428.24,8160.74,2146245.01,4996147.65,3611798.59,1354330.93,8241612.31,13830678.18,44979852.27,68797448.42,85280232.83,128944442.51
d_1,940.83,1205.75,1053.97,17342.96,3646.48,10688.17,3187417.81,1104886.26,4146033.97,18681075.03,10518029.81,14223240.67,44579406.96,73493753.25,87501473.47,180792344.45
b_1,1036.76,1147.81,1459.12,1765.59,36469.3,23836.51,1858085.6,4407347.12,2953457.9,8392955.77,1693086.11,14394854.52,42466110.67,67982770.67,97469517.34,152786150.75
a_1,1423.6,1413.08,1275.07,1606.52,2506.73,191847.35,2453483.08,3688491.38,3184625.99,8826008.17,12914791.03,12535675.73,45190592.43,20375445.08,91939499.43,200491841.64
h_1,1491.68,3736.11,1918.53,3347.18,4502.27,14856.36,18846463.71,7528490.58,9116926.1,16417673.72,15895785.38,24642404.45,21151154.43,125516205.88,86429562.12,336835590.5
d_0,1780.28,2604.6,4802.62,666.7,5526.86,16535.13,4893906.0,18926512.44,5546327.79,12558674.13,19568838.65,23688115.25,59237747.91,151128640.59,179778255.54,219683306.69
g_1,1605.15,2259.44,2080.91,4455.66,4688.46,17492.26,3656868.22,6394841.51,31635313.25,17108373.43,20373110.46,38451496.36,64217606.81,115382644.76,141006013.72,154820570.82
c_0,1841.51,2834.23,1046.73,3695.84,5074.82,18755.13,5224360.35,7321159.81,6443815.58,44696670.06,41216248.7,26075599.84,86281532.18,122660832.43,194841643.07,284285689.35
b_0,1994.28,2441.97,2746.0,3587.07,1881.01,17875.82,3891110.23,8486275.24,6687635.62,16292334.0,57488471.94,28238863.47,76349950.98,269070248.62,213046924.01,289866261.92
f_0,1519.39,1193.88,2953.55,3285.19,6069.55,21790.48,4802695.15,10082902.06,6032919.61,15089879.76,23150942.84,80151489.91,76037580.38,102692789.94,368969224.42,411988073.68
h_0,1597.62,3378.99,2630.11,2731.34,4918.44,16293.28,2452844.63,8474196.91,9401451.56,16532203.81,19556513.12,29157333.05,28996132.27,140919604.25,148107933.24,351633788.12
a_0,2032.65,2581.69,2855.8,3645.99,4465.51,,4502080.54,10604992.09,5017597.21,19963210.32,14859154.94,23906455.95,72574134.52,542982055.89,179556790.81,273993630.63
e_0,487.65,2419.51,3288.8,3334.82,5677.14,28640.91,5347843.54,8934647.26,5787564.99,14417813.2,21014600.14,21701694.55,79023950.6,126130776.33,672064916.46,407917643.62
g_0,1534.77,1850.13,2175.01,5183.77,5965.5,20758.39,3678205.11,6045606.07,2332407.48,15086718.92,20129103.51,36750252.52,67940071.82,125122738.15,169176046.31,121253773.18
