,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.08,0.1,0.12,0.11,0.07,0.07,0.07,0.07,0.09,0.05,0.06,0.06,0.04,,0.04
f_1,0.17,0.93,0.09,0.09,0.12,0.06,0.06,0.07,0.06,0.08,0.05,,0.06,0.03,0.05,0.04
d_1,0.07,0.12,0.93,0.08,0.09,0.09,0.07,0.06,0.09,,0.06,0.06,0.08,0.05,0.04,0.06
c_1,0.08,0.1,0.1,0.93,0.15,0.07,0.08,0.08,,0.06,0.07,0.06,0.07,0.05,0.06,0.05
b_1,0.13,0.1,0.1,0.08,0.93,0.11,0.07,0.06,0.11,0.09,,0.06,0.06,0.05,0.05,0.04
a_1,0.11,0.11,0.11,0.11,0.08,0.93,0.09,0.06,0.09,0.08,0.08,0.06,0.09,,0.06,0.05
h_1,0.34,0.39,0.22,0.27,0.25,0.19,0.71,0.24,0.2,0.14,0.13,0.17,,0.14,,0.2
g_1,0.3,0.21,0.49,0.21,0.24,0.2,0.19,0.71,0.18,0.18,0.14,0.32,0.14,0.11,0.13,
c_0,0.35,0.44,0.37,,0.18,0.21,0.21,0.22,0.57,0.21,0.34,0.21,0.24,0.16,0.14,0.16
d_0,0.33,0.4,,0.51,0.25,0.17,0.25,0.2,0.18,0.57,0.2,0.22,0.31,0.15,0.14,0.19
b_0,0.38,0.34,0.43,0.29,,0.2,0.29,0.22,0.17,0.25,0.6,0.2,0.18,0.3,0.14,0.15
f_0,0.43,,0.29,0.37,0.32,0.27,0.22,0.14,0.25,0.21,0.24,0.59,0.24,0.17,0.26,0.19
h_0,0.43,0.74,0.37,0.45,0.33,0.25,,0.39,0.24,0.22,0.32,0.22,,0.27,0.25,0.31
a_0,0.55,0.48,0.37,0.34,0.28,,0.26,0.25,0.25,0.27,0.17,0.22,0.21,0.59,,0.23
e_0,,0.32,0.43,0.35,0.4,0.27,,0.22,0.3,0.36,0.19,0.16,0.25,,0.58,0.23
g_0,0.59,0.48,0.53,0.46,0.51,0.31,0.27,,0.38,0.28,0.39,0.35,0.28,0.21,0.18,
