,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.91,0.58,0.3,0.26,0.26,0.14,0.25,0.19,0.24,0.27,0.21,0.16,0.28,0.19,0.2,0.1
e_1,0.36,0.91,0.29,0.37,0.25,0.19,0.28,0.21,0.27,0.48,0.26,0.24,0.27,0.18,0.24,0.11
d_1,0.39,0.3,0.91,0.21,0.25,0.21,0.29,0.28,0.52,0.2,0.3,0.24,0.29,0.18,0.25,0.16
c_1,0.33,0.27,0.31,0.91,0.49,0.17,0.25,0.2,0.15,0.24,0.17,0.25,0.24,0.13,0.23,0.17
b_1,0.31,0.32,0.33,0.28,0.9,0.36,0.3,0.22,0.28,0.27,0.17,0.22,0.31,0.13,0.21,0.16
a_1,0.39,0.31,0.36,0.31,0.25,0.88,0.28,0.24,0.27,0.3,0.31,0.25,0.29,0.12,0.24,0.2
h_1,0.48,0.29,0.43,0.31,0.24,0.19,0.61,0.35,0.32,0.28,0.32,0.25,0.23,0.2,0.37,0.21
g_1,0.31,0.31,0.54,0.31,0.27,0.18,0.29,0.6,0.34,0.23,0.31,0.4,0.28,0.2,0.21,0.19
c_0,0.4,0.34,0.39,0.25,0.24,0.24,0.34,0.3,0.53,0.31,0.55,0.34,0.34,0.26,0.33,0.2
d_0,0.35,0.34,0.26,0.6,0.3,0.19,0.28,0.29,0.2,0.48,0.26,0.26,0.25,0.17,0.24,0.21
b_0,0.41,0.32,0.4,0.33,0.24,0.18,0.34,0.32,0.33,0.31,0.5,0.3,0.34,0.43,0.33,0.21
f_0,0.31,0.27,0.38,0.36,0.31,0.25,0.39,0.3,0.33,0.31,0.33,0.49,0.33,0.22,0.3,0.43
h_0,0.48,0.35,0.39,0.29,0.28,0.21,0.25,0.37,0.31,0.29,0.27,0.28,0.21,0.23,0.36,0.14
a_0,0.39,0.33,0.45,0.3,0.29,0.13,0.36,0.3,0.32,0.28,0.31,0.28,0.36,0.44,0.32,0.21
g_0,0.36,0.28,0.53,0.3,0.27,0.22,0.35,0.25,0.32,0.26,0.29,0.39,0.31,0.21,0.19,0.24
e_0,0.41,0.21,0.39,0.38,0.29,0.22,0.34,0.3,0.35,0.25,0.28,0.29,0.33,0.23,0.28,0.43
