,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.95,1.06,0.93,0.76,0.5,0.48,0.55,0.37,0.46,0.37,0.37,0.35,0.35,0.33
f_1,1.29,1.0,0.84,0.93,0.78,0.71,0.4,0.44,0.42,0.37,0.37,0.37,0.28,0.28,0.26,0.33
d_1,1.04,1.18,1.0,0.95,0.81,0.64,0.5,0.37,0.42,0.53,0.38,0.46,0.35,0.36,0.32,0.26
c_1,0.95,1.07,1.05,1.0,1.28,0.67,0.51,0.49,0.33,0.35,0.39,0.33,0.38,0.3,0.34,0.32
b_1,1.05,1.28,1.22,0.78,1.0,1.21,0.58,0.56,0.49,0.58,0.46,0.43,0.41,0.33,0.36,0.35
a_1,1.35,1.38,1.51,1.48,0.84,1.0,0.76,0.64,0.68,0.62,0.54,0.61,0.53,0.42,0.53,0.46
h_1,2.04,2.47,2.08,1.95,1.63,1.36,1.0,1.17,0.9,0.83,0.8,0.8,0.78,0.65,0.65,0.72
g_1,2.16,2.29,2.7,2.05,1.85,1.57,0.84,1.0,0.91,1.02,1.05,0.82,0.66,0.74,0.75,0.77
d_0,1.81,2.4,2.47,3.09,2.03,1.48,1.14,1.06,1.0,0.79,0.8,0.89,0.96,0.79,0.73,0.73
c_0,2.46,2.6,1.9,2.8,1.73,1.72,1.25,1.06,1.35,1.0,1.06,1.32,0.84,0.82,0.77,0.81
f_0,2.28,2.88,2.54,2.55,2.23,1.78,1.25,0.94,1.21,1.0,1.0,1.08,0.9,0.83,1.33,0.67
b_0,2.62,2.83,2.2,2.98,2.24,1.74,1.13,1.21,1.16,0.82,0.96,1.0,0.94,1.17,0.72,0.77
h_0,2.75,3.39,3.08,2.58,2.49,1.93,1.26,1.53,1.06,1.27,1.07,1.07,1.0,0.87,0.77,1.02
a_0,2.85,3.38,2.81,3.07,2.99,2.49,1.6,1.32,1.29,1.27,1.2,0.89,1.15,1.0,0.98,0.94
e_0,2.97,3.99,2.92,2.96,2.7,1.93,1.54,1.37,1.36,1.31,0.8,1.37,1.28,1.03,1.0,0.91
g_0,3.13,3.11,3.88,3.02,2.7,2.17,1.35,1.29,1.38,1.33,1.56,1.27,1.02,1.15,1.21,1.0
