,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.91,0.56,0.56,0.51,0.35,0.38,0.31,0.4,0.34,0.38,0.25,0.31,0.25,0.19,0.28
e_1,0.62,0.96,0.54,0.73,0.56,0.4,0.42,0.34,0.57,0.39,0.36,0.34,0.35,0.28,0.23,0.3
d_1,0.74,0.67,0.96,0.54,0.54,0.39,0.44,0.33,0.35,0.57,0.44,0.34,0.38,0.32,0.3,0.3
c_1,0.7,0.59,0.63,0.96,0.84,0.41,0.43,0.39,0.36,0.28,0.27,0.31,0.36,0.27,0.27,0.25
b_1,0.71,0.65,0.66,0.58,0.95,0.72,0.43,0.37,0.39,0.4,0.34,0.36,0.39,0.24,0.28,0.28
a_1,0.87,0.73,0.75,0.76,0.55,0.94,0.55,0.45,0.47,0.48,0.44,0.39,0.46,0.33,0.31,0.36
h_1,1.19,0.97,0.96,0.85,0.76,0.54,0.81,0.63,0.53,0.53,0.56,0.49,0.46,0.36,0.39,0.51
g_1,0.95,0.86,1.32,0.92,0.89,0.6,0.64,0.8,0.53,0.58,0.54,0.64,0.53,0.43,0.47,0.43
d_0,1.06,0.92,0.81,1.4,0.95,0.64,0.7,0.57,0.71,0.44,0.51,0.53,0.56,0.39,0.43,0.43
c_0,1.14,1.13,1.0,0.95,0.69,0.58,0.74,0.61,0.69,0.75,0.93,0.54,0.66,0.57,0.44,0.54
b_0,1.09,1.12,1.02,1.1,0.75,0.58,0.73,0.61,0.7,0.56,0.75,0.51,0.61,0.71,0.41,0.5
f_0,1.01,0.88,1.14,1.14,0.96,0.8,0.75,0.64,0.61,0.57,0.66,0.73,0.67,0.52,0.78,0.5
h_0,1.4,1.15,1.11,0.99,0.9,0.66,0.71,0.74,0.62,0.63,0.64,0.55,0.59,0.46,0.44,0.59
a_0,1.28,1.14,1.07,1.11,1.05,0.72,0.86,0.7,0.78,0.6,0.61,0.58,0.67,0.7,0.46,0.55
e_0,1.42,1.05,1.09,1.11,1.11,0.79,0.79,0.68,0.68,0.65,0.74,0.56,0.75,0.53,0.69,0.53
g_0,1.22,1.21,1.44,1.18,0.97,0.73,0.76,0.68,0.69,0.67,0.77,0.85,0.65,0.51,0.57,0.53
