,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.36,0.76,0.72,0.83,0.56,0.2,0.15,0.21,0.14,0.14,0.17,0.1,0.13,0.26,0.11
f_1,0.66,0.16,0.64,0.59,0.74,0.55,0.13,0.15,0.22,0.12,0.12,0.31,0.07,0.11,0.13,0.1
c_1,0.5,0.72,0.16,0.77,0.6,0.85,0.18,0.07,0.21,0.29,0.13,0.13,0.09,0.13,0.12,0.11
d_1,0.78,0.72,0.71,0.15,0.66,0.6,0.22,0.27,0.1,0.11,0.12,0.11,0.08,0.13,0.13,0.06
b_1,0.68,0.91,0.35,0.68,0.13,0.67,0.19,0.15,0.21,0.19,0.38,0.14,0.13,0.19,0.13,0.11
a_1,0.83,0.62,0.77,0.82,0.31,0.09,0.24,0.18,0.25,0.14,0.18,0.14,0.09,0.3,0.13,0.09
h_1,0.5,0.57,0.46,0.55,0.53,0.44,0.05,0.11,0.17,0.1,0.11,0.11,0.14,0.12,0.12,0.07
d_0,0.27,0.54,0.63,1.12,0.61,0.52,0.17,0.06,0.21,0.11,0.11,0.11,0.08,0.1,0.11,0.1
g_1,0.58,0.67,0.57,0.42,0.55,0.5,0.11,0.12,0.05,0.12,0.1,0.1,0.06,0.12,0.1,0.1
c_0,0.48,0.6,1.42,0.27,0.55,0.56,0.2,0.18,0.14,0.06,0.12,0.11,0.08,0.09,0.13,0.08
b_0,0.46,0.54,0.72,0.45,0.88,0.51,0.15,0.12,0.17,0.06,0.05,0.1,0.07,0.08,0.1,0.09
f_0,0.45,1.06,0.52,0.49,0.54,0.57,0.14,0.11,0.09,0.11,0.1,0.05,0.08,0.11,0.09,0.05
h_0,0.45,0.57,0.56,0.45,0.53,0.46,0.24,0.13,0.13,0.1,0.11,0.11,0.12,0.09,0.1,0.08
a_0,0.46,0.63,0.55,0.42,0.75,0.97,0.14,0.12,0.19,0.09,0.05,0.1,0.08,0.04,0.11,0.07
e_0,0.67,0.81,0.53,0.5,0.49,0.42,0.16,0.1,0.12,0.09,0.1,0.05,0.08,0.09,0.04,0.07
g_0,0.51,0.64,0.62,0.47,0.46,0.47,0.13,0.1,0.21,0.11,0.12,0.1,0.05,0.1,0.09,0.11
