,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.4,0.38,0.46,0.37,0.29,0.3,0.22,0.45,0.24,0.25,0.26,0.27,0.19,0.12,0.19
f_1,0.66,0.94,0.37,0.42,0.34,0.22,0.21,0.23,0.23,0.24,0.24,0.14,0.2,0.18,0.15,0.19
d_1,0.46,0.53,0.94,0.31,0.36,0.29,0.32,0.25,0.19,0.4,0.27,0.21,0.26,0.18,0.16,0.18
c_1,0.41,0.42,0.47,0.94,0.62,0.28,0.24,0.23,0.24,0.15,0.18,0.2,0.24,0.15,0.17,0.21
b_1,0.45,0.49,0.43,0.39,0.94,0.48,0.31,0.29,0.27,0.28,0.12,0.21,0.26,0.17,0.19,0.18
a_1,0.48,0.58,0.51,0.44,0.36,0.93,0.37,0.31,0.31,0.33,0.31,0.33,0.27,0.16,0.21,0.22
h_1,0.61,0.97,0.68,0.71,0.53,0.38,0.75,0.47,0.36,0.39,0.36,0.3,0.29,0.23,0.25,0.39
g_1,0.71,0.64,0.99,0.64,0.59,0.49,0.39,0.75,0.36,0.43,0.41,0.5,0.34,0.27,0.26,0.25
d_0,0.59,0.78,0.53,1.13,0.6,0.43,0.47,0.36,0.67,0.37,0.39,0.4,0.41,0.27,0.33,0.36
c_0,0.86,0.82,0.66,0.65,0.48,0.42,0.58,0.44,0.52,0.65,0.75,0.49,0.39,0.31,0.32,0.36
b_0,0.77,0.89,0.74,0.86,0.52,0.34,0.49,0.43,0.48,0.36,0.66,0.38,0.5,0.56,0.34,0.4
f_0,0.7,0.54,0.81,0.9,0.71,0.5,0.58,0.41,0.44,0.42,0.51,0.64,0.43,0.3,0.56,0.33
h_0,0.75,1.17,0.77,0.73,0.64,0.56,0.41,0.56,0.51,0.49,0.37,0.41,0.35,0.3,0.29,0.46
a_0,0.85,0.97,0.89,1.02,0.65,0.3,0.64,0.47,0.57,0.54,0.35,0.33,0.51,0.63,0.31,0.38
e_0,0.61,0.77,1.03,0.87,0.86,0.45,0.8,0.68,0.49,0.52,0.44,0.39,0.52,0.4,0.62,0.39
g_0,0.84,0.93,1.26,0.67,0.82,0.5,0.51,0.45,0.47,0.49,0.43,0.56,0.44,0.34,0.32,0.32
