,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.81,0.83,1.03,0.86,0.69,1.13,1.01,1.04,1.63,1.09,1.2,1.15,0.87,0.79,1.07
f_1,1.39,1.53,0.86,0.88,0.68,0.63,0.94,0.95,1.01,1.04,1.02,0.77,0.94,0.88,0.63,0.98
d_1,0.92,1.04,1.54,0.77,0.72,0.65,1.13,0.94,1.62,0.93,1.23,1.06,1.13,0.93,0.99,1.01
c_1,0.85,0.96,0.86,1.58,1.42,0.62,0.93,0.93,0.76,0.95,0.86,0.94,1.13,0.94,0.8,0.96
b_1,0.9,1.01,1.0,0.76,1.64,1.41,1.11,1.0,1.15,0.92,0.8,0.91,1.18,0.78,0.9,1.12
a_1,0.97,1.09,1.17,1.12,0.67,1.81,1.21,0.98,1.11,1.32,1.27,1.08,1.51,0.79,1.07,1.25
h_1,1.08,1.41,1.18,1.12,1.09,0.76,1.81,1.47,1.26,1.17,1.22,1.13,1.15,1.23,1.14,1.63
g_1,0.99,1.05,1.65,0.99,1.02,0.87,1.3,1.91,1.37,1.06,1.2,1.81,1.47,1.21,1.21,1.17
c_0,1.22,1.3,1.13,1.12,0.88,0.89,1.4,1.3,1.72,1.39,2.03,1.29,1.53,1.37,1.26,1.48
d_0,0.95,1.13,0.91,1.84,1.23,0.8,1.34,1.33,1.12,1.74,1.2,1.35,1.38,1.28,1.17,1.4
b_0,1.26,1.28,1.12,1.27,0.93,0.73,1.49,1.25,1.18,1.51,1.78,1.42,1.67,2.02,1.3,1.46
f_0,0.91,1.19,1.26,1.37,1.18,0.9,1.46,1.24,1.45,1.47,1.46,1.82,1.65,1.35,2.26,1.22
h_0,1.27,1.71,1.32,1.08,1.05,0.8,1.2,1.42,1.46,1.4,1.25,1.4,1.33,1.31,1.33,1.86
a_0,1.32,1.29,1.46,1.2,1.24,0.84,1.46,1.37,1.46,1.31,1.21,1.32,1.64,1.77,1.15,1.51
e_0,0.98,1.52,1.29,1.55,1.24,0.88,1.46,1.22,1.31,1.49,1.56,1.26,1.51,1.46,1.9,1.47
g_0,1.16,1.31,1.71,1.19,1.1,0.87,1.42,1.28,1.54,1.3,1.45,1.89,1.35,1.31,1.38,1.38
