,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,0.97,1.12,0.92,0.84,0.76,1.0,0.67,0.7,0.6,0.66,0.63,0.54,0.63,0.53
f_1,1.22,1.0,0.87,0.92,0.97,0.86,0.61,0.64,0.67,0.69,0.65,0.57,0.48,0.63,0.67,0.56
d_1,1.04,1.14,1.0,1.07,0.82,0.8,0.71,0.66,0.85,0.51,0.72,0.62,0.57,0.6,0.42,0.51
c_1,0.9,1.08,0.93,1.0,1.39,0.83,0.7,0.52,0.48,0.67,0.51,0.61,0.64,0.5,0.57,0.59
b_1,1.07,1.03,1.23,0.72,1.0,1.29,0.75,0.65,0.76,0.76,0.6,0.61,0.65,0.62,0.6,0.6
a_1,1.2,1.18,1.25,1.21,0.77,1.0,0.91,0.75,0.76,0.87,1.0,0.72,0.74,0.78,0.73,0.65
h_1,1.31,1.66,1.46,1.43,1.28,1.05,1.0,0.97,0.9,1.13,0.91,0.72,0.76,0.76,0.95,0.73
d_0,1.02,1.54,1.57,2.01,1.55,1.19,1.05,1.0,0.84,1.11,0.98,0.88,0.93,0.74,0.93,0.89
c_0,1.41,1.53,1.22,1.71,1.28,1.3,1.13,1.18,1.0,1.1,1.36,1.0,0.82,1.1,0.86,0.89
g_1,1.52,1.41,1.92,1.47,1.35,1.14,0.87,0.9,0.92,1.0,0.9,1.22,0.73,0.75,0.83,0.81
b_0,1.56,1.54,1.45,1.9,1.55,1.02,1.08,0.97,0.7,1.07,1.0,0.94,1.12,1.29,0.84,0.95
f_0,1.47,1.91,1.62,1.7,1.65,1.47,1.45,1.07,0.98,0.82,1.1,1.0,1.01,0.95,0.76,1.3
h_0,1.6,2.01,1.82,1.58,1.62,1.22,1.32,1.11,1.18,1.39,0.89,1.02,1.0,0.92,1.15,0.8
a_0,1.9,1.61,1.66,1.96,1.68,1.21,1.3,1.2,0.98,1.26,0.87,1.01,1.07,1.0,1.02,0.88
g_0,1.71,1.52,2.33,1.77,1.72,1.3,1.05,1.12,1.17,1.15,1.18,1.38,0.88,0.89,1.0,0.86
e_0,1.89,1.96,1.84,1.65,1.7,1.52,1.38,1.01,1.14,1.18,1.17,0.78,1.36,1.06,1.24,1.0
