,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,0.99,0.67,0.66,0.55,0.52,0.75,0.61,0.7,0.7,0.68,0.35,0.8,0.71,0.5,0.82
e_1,0.7,1.52,0.66,0.79,0.54,0.55,0.92,0.8,1.32,0.87,0.87,0.84,0.84,0.68,0.56,0.76
d_1,0.76,0.71,1.54,0.55,0.63,0.51,0.9,0.63,0.58,1.3,0.87,0.87,0.92,0.66,0.81,0.78
c_1,0.64,0.64,0.76,1.58,1.14,0.55,0.67,0.63,0.65,0.44,0.71,0.74,0.76,0.64,0.6,0.86
b_1,0.74,0.7,0.69,0.59,1.62,1.04,0.79,0.71,0.93,0.94,0.53,0.88,0.96,0.54,0.76,0.79
a_1,0.87,0.79,0.81,0.71,0.51,1.74,0.94,1.11,0.76,0.87,0.89,0.64,0.97,0.62,0.71,0.78
h_1,1.2,0.77,0.86,0.96,0.76,0.62,1.71,1.18,1.1,1.04,1.06,1.0,0.8,0.77,1.03,1.38
g_1,0.9,0.93,1.23,0.98,0.8,0.53,1.01,1.81,1.06,1.09,1.16,1.54,0.91,0.95,0.91,1.01
d_0,1.04,0.81,0.71,1.64,0.8,0.75,1.01,0.97,1.59,0.75,0.92,0.96,1.27,0.84,1.0,1.03
c_0,1.07,0.93,0.91,0.89,0.76,0.71,1.21,0.98,1.37,1.51,1.83,1.04,1.4,0.97,1.14,1.29
b_0,1.16,0.92,1.02,0.99,0.85,0.59,1.14,1.08,1.19,0.95,1.65,1.2,1.22,1.66,1.04,1.18
f_0,0.93,0.77,1.01,1.01,0.9,0.96,1.08,0.94,1.29,1.19,0.97,1.67,1.16,1.02,1.73,1.12
h_0,1.3,0.95,1.06,0.99,0.88,0.74,0.9,1.25,1.05,1.12,1.2,1.05,1.0,1.17,0.81,1.61
a_0,0.92,1.02,1.13,1.06,1.1,0.5,1.32,1.18,1.27,1.33,1.05,1.34,1.28,1.74,1.13,1.11
e_0,1.12,0.64,1.05,1.23,0.94,0.92,1.14,1.11,1.16,1.29,1.3,1.01,1.83,1.04,1.7,1.39
g_0,0.89,0.98,1.5,0.98,0.92,0.78,1.0,0.76,1.06,1.18,1.09,1.43,1.14,1.2,1.0,0.9
