,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.84,1.52,1.45,1.83,1.61,1.51,5.15,5.92,6.29,12.26,6.85,7.71,11.35,8.0,3.49,12.6
f_1,2.66,5.99,1.29,1.52,1.51,1.32,5.13,4.44,6.23,6.81,6.69,3.01,9.75,6.13,5.07,8.67
d_1,1.35,1.65,6.62,1.26,1.21,1.78,5.96,6.28,14.26,3.61,8.51,8.02,11.44,9.38,8.19,13.48
c_1,1.24,1.57,1.39,7.05,2.89,1.36,5.23,5.61,2.42,7.75,5.56,6.78,10.28,5.12,9.19,9.28
b_1,1.45,1.64,1.36,1.42,7.53,2.73,5.0,4.73,7.16,7.78,3.57,6.61,9.86,5.62,8.54,9.13
a_1,1.62,1.38,1.75,1.62,1.26,10.54,7.42,4.96,7.08,7.24,8.43,7.51,11.6,4.44,8.52,9.04
h_1,1.97,2.44,2.14,1.68,1.37,1.74,17.31,8.36,9.15,7.23,8.0,9.71,7.89,9.17,8.33,19.06
g_1,1.67,1.36,3.05,1.68,1.75,1.76,6.52,18.83,8.57,7.53,9.56,15.66,12.46,7.78,10.2,8.53
c_0,1.73,2.07,2.29,1.09,1.41,1.68,7.08,6.49,16.6,7.61,16.52,9.5,13.23,11.15,10.55,15.21
d_0,1.78,2.22,0.97,3.58,1.93,1.69,6.99,6.57,5.26,15.87,7.56,8.78,13.68,7.07,9.26,10.28
b_0,1.92,1.83,2.3,1.95,1.21,1.25,7.39,7.13,9.48,8.74,18.78,10.17,13.71,20.03,8.13,15.69
f_0,1.48,1.47,2.13,2.26,1.77,1.7,7.28,7.19,9.5,9.37,9.89,19.34,14.85,9.62,19.87,13.66
h_0,1.81,2.71,2.12,1.75,1.54,1.28,4.24,9.31,8.11,8.42,9.49,7.47,10.14,12.13,10.4,16.88
a_0,2.03,1.92,2.12,1.75,1.46,1.28,8.68,7.63,10.9,10.26,9.36,9.23,14.68,23.26,10.49,17.49
e_0,1.04,2.57,2.17,2.47,1.87,1.82,8.81,7.41,8.34,8.67,8.56,7.97,15.12,6.65,25.33,13.94
g_0,1.51,1.45,3.52,1.82,1.59,1.66,6.12,5.97,9.58,6.96,10.81,13.17,14.01,10.43,9.17,9.57
