,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,9995.11,145.89,175.75,264.16,262.25,1283.52,250029.42,806749.68,456992.2,1068454.11,1056742.73,1438462.26,7145291.31,5949418.1,,7858926.49
f_1,267.08,11688.99,237.62,233.63,360.79,1625.35,238139.62,334997.47,528116.16,1077393.36,1051423.42,,5769886.24,3386874.6,7507335.81,10947113.92
d_1,117.54,233.27,19428.64,189.64,262.08,1599.18,300204.45,,521933.94,1275756.47,1336225.28,1699528.61,5676999.25,3983200.48,10684013.32,11219667.61
c_1,145.14,152.34,151.87,24174.1,769.36,1183.58,244818.67,493108.26,436281.51,,1080912.44,1361433.23,5931712.91,4651554.68,9509545.89,13129835.94
b_1,124.23,121.86,249.2,397.64,35005.74,2474.02,156527.16,328706.19,610733.46,748900.34,,2230889.74,7185784.64,4217995.03,,14643362.64
a_1,145.66,117.94,261.28,298.28,255.18,186868.17,264885.65,318127.74,689591.9,610710.4,1491550.63,1514793.64,8092154.87,,,12706028.24
h_1,573.6,922.42,696.67,867.63,1808.85,4828.87,11850753.62,1628624.08,2017313.63,2344854.47,5206260.5,4561670.06,,14150153.58,31863046.9,66854147.77
d_0,468.68,566.41,,2986.89,2025.36,6722.04,1059823.49,12863482.05,2106151.97,3406075.87,7373419.34,7205955.23,32681688.55,25692690.78,46861993.37,61022221.45
g_1,389.03,475.67,1374.53,727.53,1239.19,4962.19,1054208.14,1338868.87,33790003.3,3579961.86,3209994.97,9562715.71,24661642.28,22102019.02,25539307.22,
c_0,786.1,809.92,1345.75,,918.13,7703.2,1269723.6,2361857.43,2303863.86,30750656.42,11098800.79,8930802.1,18644933.63,23393695.46,27031864.14,66032843.74
b_0,572.38,788.96,1469.82,890.52,,5354.0,1134646.62,2128184.3,3355035.79,3820188.43,47498819.2,8128507.82,28509558.09,43032523.79,31795253.18,79848225.94
f_0,647.72,,965.0,1306.31,2496.49,8078.26,1198390.82,1975291.25,3037303.67,5379741.02,4703183.64,61813192.08,32262019.99,21304725.61,79156400.78,40806813.55
h_0,1058.0,1840.18,1634.24,2429.19,3136.76,7612.58,,3252138.75,5406400.53,5492082.67,8535817.21,9924047.39,,30337929.27,48221910.04,109381463.51
a_0,630.97,704.39,1616.27,902.33,1406.89,,1415015.36,2261977.89,2017313.63,4019750.52,8330016.8,8667173.12,37141449.88,254702764.38,,43364852.6
e_0,,707.73,1114.06,1618.68,,,1113054.21,2612397.0,2800276.52,5951895.79,4625230.32,9118299.61,39659112.97,,385683698.64,80260915.04
g_0,881.86,954.97,2919.62,2292.31,3662.12,9165.28,1477147.76,2575963.49,,8901147.27,10672096.59,11428728.05,24402151.1,32228678.4,65314732.97,
