,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.97,0.97,0.99,0.81,0.82,0.99,0.87,0.92,0.91,0.86,0.83,0.94,0.84,1.01
e_1,0.76,1.0,1.03,1.01,1.12,0.99,1.22,1.09,1.51,1.12,1.06,1.26,1.17,1.01,1.14,1.13
d_1,1.03,0.98,1.0,0.99,1.0,1.03,0.93,0.81,1.01,1.22,1.0,0.94,0.98,0.97,1.09,0.85
c_1,1.02,0.99,1.01,1.0,1.39,0.75,1.0,0.97,0.65,0.71,0.77,0.91,0.94,0.97,0.93,0.93
b_1,1.02,0.89,1.0,0.72,1.0,1.8,1.22,1.07,1.12,1.07,1.24,1.1,1.05,0.96,0.96,1.1
a_1,1.25,1.01,0.97,1.35,0.56,1.0,1.08,1.02,0.99,1.05,1.22,0.96,1.08,1.15,1.07,0.98
h_1,1.23,0.84,1.06,0.93,0.84,0.89,1.0,1.31,1.06,0.93,1.02,0.96,1.04,0.87,1.03,1.25
g_1,1.02,0.93,1.19,1.07,0.97,0.93,0.76,1.0,0.87,0.88,1.0,1.24,0.9,0.91,0.94,0.99
d_0,1.13,0.71,0.88,1.49,1.01,1.0,0.95,1.18,1.0,0.93,0.98,0.9,1.02,1.07,1.12,1.11
c_0,1.06,0.86,0.81,1.32,0.88,0.83,1.07,1.19,1.13,1.0,1.51,1.08,1.23,1.26,0.94,1.14
b_0,1.09,0.94,0.99,1.25,0.81,0.79,1.04,1.03,0.98,0.68,1.0,0.92,1.02,1.45,0.96,1.06
f_0,1.12,0.78,1.07,1.12,0.89,0.96,1.0,0.82,1.23,0.96,1.03,1.0,1.18,1.03,1.39,0.81
h_0,1.23,0.88,1.0,1.07,1.03,0.87,0.93,1.13,1.03,0.8,0.96,0.82,1.0,0.99,0.81,1.13
a_0,1.05,0.97,1.01,1.0,1.16,0.94,1.18,1.14,0.98,0.81,0.74,1.04,1.06,1.0,1.15,1.01
e_0,1.3,0.92,0.84,1.12,1.03,0.91,0.97,1.05,0.94,1.07,1.05,0.7,1.25,0.94,1.0,1.0
g_0,1.0,0.9,1.22,1.06,0.97,1.08,0.77,0.99,0.92,0.89,1.0,1.23,0.82,0.96,0.98,1.0
