,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.9,1.2,1.04,1.01,1.13,1.09,1.35,0.89,1.16,1.07,1.05,0.97,0.99,1.2
f_1,1.23,1.0,0.92,1.06,0.92,0.83,0.86,1.03,0.95,0.95,0.93,0.98,0.87,0.95,0.82,0.92
d_1,1.1,1.08,1.0,0.89,0.96,0.92,1.0,0.87,0.96,1.28,0.93,1.06,1.01,1.09,0.91,0.77
c_1,0.82,0.93,1.11,1.0,1.38,1.0,0.98,0.92,0.75,0.9,0.92,0.79,1.03,0.96,1.03,1.06
b_1,0.93,1.12,1.02,0.75,1.0,1.42,1.04,0.97,1.0,1.08,1.03,0.95,1.03,0.86,1.13,1.09
a_1,1.0,1.17,1.08,0.99,0.71,1.0,1.08,1.22,1.02,1.05,1.0,1.34,1.16,1.36,1.14,0.95
h_1,0.91,1.15,1.03,1.05,0.93,0.91,1.0,1.05,1.0,0.89,0.9,1.04,1.04,0.95,0.99,1.26
g_1,0.94,0.97,1.13,1.07,1.03,0.8,0.92,1.0,0.93,1.01,1.23,0.9,0.79,0.95,0.98,1.01
d_0,0.74,1.0,1.04,1.37,1.01,1.03,1.04,1.04,1.0,0.83,1.02,0.93,1.03,0.98,1.02,1.18
c_0,1.13,1.02,0.82,1.02,0.94,0.92,1.13,1.01,1.19,1.0,1.13,1.36,1.03,1.15,0.93,1.08
f_0,0.85,1.14,1.01,1.1,1.04,0.97,1.09,0.81,1.0,0.87,1.0,0.96,1.08,0.92,1.55,0.92
b_0,0.93,1.03,0.93,1.3,1.02,0.76,0.96,1.2,1.06,0.71,1.06,1.0,1.01,1.44,1.0,1.01
h_0,0.98,1.14,1.01,0.95,0.94,0.85,0.93,1.26,1.0,0.98,0.94,0.97,1.0,1.07,0.85,1.13
a_0,1.01,1.06,0.9,1.04,1.2,0.72,1.1,1.08,0.98,0.91,1.07,0.7,0.89,1.0,1.01,1.22
e_0,1.02,1.15,1.08,1.0,0.91,0.87,1.02,0.96,1.09,1.02,0.72,1.06,1.22,0.96,1.0,0.91
g_0,0.82,1.08,1.27,0.96,0.94,1.09,0.78,0.97,0.85,0.97,1.14,1.0,0.88,0.8,1.07,1.0
