,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.13,2.57,5.5,6.11,5.72,5.79,1.61,1.11,1.96,1.19,1.02,1.35,0.71,1.11,0.94,2.68
f_1,5.09,1.13,4.7,5.5,6.01,5.21,1.11,1.13,1.57,0.88,1.01,2.54,0.59,0.94,0.88,0.92
d_1,6.91,5.8,1.12,5.65,4.92,5.06,1.55,3.64,0.98,1.15,1.46,0.94,0.86,1.04,0.48,0.85
c_1,4.82,6.13,6.96,1.13,5.83,4.83,1.77,0.61,1.6,1.89,1.02,0.97,0.68,1.23,0.84,0.99
b_1,6.09,7.85,6.46,3.57,1.13,5.79,2.14,1.51,2.0,1.52,2.88,1.38,0.95,1.63,1.0,1.78
a_1,8.43,13.7,9.34,9.48,4.54,1.15,2.83,2.1,4.27,1.72,3.36,2.1,1.87,8.06,1.5,1.93
h_1,17.06,22.83,15.76,17.73,19.87,17.9,1.8,4.13,5.56,3.99,3.09,3.4,4.86,3.24,3.58,4.15
d_0,12.87,20.63,39.12,21.58,21.91,20.05,5.47,2.3,6.68,4.12,4.62,4.85,3.45,4.21,3.69,4.3
g_1,22.36,27.39,23.92,24.3,25.69,25.06,4.9,5.66,1.79,4.62,4.4,4.34,2.58,4.16,6.32,5.4
c_0,22.5,24.46,13.8,55.59,26.37,22.03,6.76,6.73,7.57,2.48,6.08,5.62,3.98,5.26,3.44,4.93
b_0,24.78,28.53,22.77,35.65,54.18,26.38,9.24,5.2,6.83,2.78,2.28,5.56,3.77,4.86,3.73,4.53
f_0,27.99,67.14,24.09,33.47,22.75,25.38,7.88,6.67,4.27,6.2,4.96,2.37,3.67,4.46,2.57,5.15
h_0,33.04,36.82,32.92,31.24,37.72,35.8,17.48,6.73,9.24,6.33,5.36,6.0,9.09,5.19,5.36,5.96
a_0,32.17,40.76,35.0,47.54,55.19,77.12,9.8,9.55,9.37,7.49,3.73,6.28,5.43,2.54,7.22,6.94
g_0,44.72,46.9,36.94,39.52,46.56,40.92,6.93,9.96,19.62,8.65,8.87,6.85,5.04,7.02,7.22,9.19
e_0,74.84,85.6,37.78,37.27,38.7,36.45,11.32,8.73,12.31,8.19,9.66,3.73,5.1,7.58,5.36,2.66
