,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.94,0.39,0.49,0.35,0.36,0.26,0.27,0.45,0.28,0.23,0.27,0.27,0.21,0.26,0.13,0.23
f_1,0.68,0.94,0.42,0.3,0.35,0.25,0.25,0.31,0.27,0.22,0.25,0.14,0.18,0.21,0.12,0.18
c_1,0.4,0.42,0.94,0.44,0.61,0.21,0.3,0.22,0.14,0.27,0.22,0.22,0.18,0.21,0.18,0.18
d_1,0.41,0.59,0.36,0.95,0.37,0.25,0.31,0.18,0.44,0.23,0.25,0.24,0.19,0.24,0.15,0.17
b_1,0.46,0.41,0.4,0.44,0.94,0.51,0.33,0.33,0.28,0.23,0.15,0.24,0.18,0.22,0.15,0.22
a_1,0.49,0.57,0.52,0.54,0.34,0.94,0.36,0.28,0.3,0.27,0.29,0.34,0.21,0.32,0.25,0.23
h_1,0.64,0.79,0.55,0.74,0.56,0.43,0.74,0.41,0.41,0.49,0.39,0.34,0.31,0.29,0.28,0.43
d_0,0.62,0.65,1.22,0.49,0.56,0.47,0.43,0.65,0.38,0.38,0.44,0.36,0.32,0.43,0.28,0.3
c_0,0.7,0.76,0.61,0.65,0.59,0.54,0.47,0.52,0.65,0.46,0.68,0.44,0.36,0.42,0.36,0.35
g_1,0.66,0.62,0.66,1.01,0.58,0.4,0.46,0.41,0.44,0.74,0.43,0.52,0.29,0.36,0.29,0.23
b_0,0.75,0.72,0.74,0.8,0.51,0.51,0.52,0.48,0.39,0.48,0.66,0.36,0.65,0.38,0.32,0.35
f_0,0.64,0.59,0.81,0.82,0.62,0.44,0.56,0.56,0.48,0.38,0.56,0.68,0.37,0.38,0.59,0.31
a_0,0.86,0.9,0.88,0.72,0.75,0.19,0.54,0.63,0.55,0.55,0.41,0.44,0.63,0.47,0.33,0.42
h_0,0.8,1.0,0.88,0.86,0.69,0.54,0.4,0.5,0.46,0.54,0.55,0.46,0.35,0.36,0.34,0.43
e_0,0.51,0.86,1.04,0.95,0.9,0.51,0.53,0.61,0.49,0.47,0.51,0.41,0.41,0.53,0.62,0.4
g_0,0.76,0.75,0.84,1.29,0.72,0.56,0.49,0.56,0.58,0.38,0.55,0.62,0.36,0.49,0.37,0.29
