,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.68,5.01,5.0,5.05,3.96,0.99,1.7,0.94,0.88,0.93,2.0,0.52,1.17,0.78,1.14
e_1,2.76,1.13,5.95,6.11,5.14,5.51,1.58,1.97,1.13,1.08,1.23,1.25,0.88,1.0,2.61,0.82
d_1,5.89,6.02,1.11,5.87,6.24,5.46,1.46,0.97,2.95,1.02,1.05,1.1,0.77,1.09,1.09,0.45
c_1,5.6,4.76,8.36,1.13,5.89,4.91,2.23,1.9,0.65,3.06,1.22,1.35,0.76,0.97,1.1,0.9
b_1,8.5,6.81,6.22,3.33,1.14,8.8,2.21,1.88,1.51,1.85,3.78,1.28,1.08,1.33,1.6,0.92
a_1,10.84,10.61,12.32,12.0,4.4,1.15,2.41,2.67,2.01,2.29,2.31,1.79,2.03,6.17,1.92,1.4
h_1,17.12,17.98,16.08,17.21,20.25,15.34,1.77,5.25,4.65,3.81,3.22,3.51,4.61,3.06,3.24,2.69
g_1,31.24,24.99,16.0,21.91,24.65,23.68,5.35,1.81,4.65,4.78,4.97,4.69,2.5,5.02,3.68,4.75
d_0,23.43,12.45,45.62,21.76,26.01,19.57,6.18,8.49,2.53,4.96,5.63,5.11,3.76,4.79,4.15,4.07
c_0,28.84,25.17,11.56,56.96,25.54,19.37,6.72,6.3,6.55,2.22,3.93,4.1,3.36,4.38,4.21,2.97
b_0,26.22,23.85,21.5,35.2,48.05,22.3,8.16,6.69,4.71,2.62,2.33,5.01,3.63,4.38,4.32,3.9
f_0,74.98,28.73,23.12,33.33,29.84,23.98,9.33,4.6,6.36,6.12,5.69,2.27,4.23,4.57,4.91,2.42
h_0,37.87,31.73,31.55,40.17,42.31,27.8,16.15,8.49,5.75,8.29,6.23,5.8,9.53,6.17,6.11,5.82
a_0,36.05,35.43,33.76,34.81,47.25,76.72,11.67,10.51,7.04,6.62,3.55,7.37,5.0,2.64,6.75,6.2
e_0,55.96,79.33,38.8,42.92,48.05,39.14,14.48,14.09,8.19,10.74,7.61,4.53,4.94,8.66,2.75,6.2
g_0,52.8,53.66,38.8,60.25,56.7,73.77,11.05,20.06,10.4,10.4,9.77,9.05,5.19,8.85,10.45,13.57
