,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.8,1.17,0.75,0.83,0.71,1.04,1.67,1.03,0.95,1.07,1.11,1.17,0.89,0.75,1.08
f_1,1.38,1.53,0.87,0.84,0.72,0.65,0.89,1.09,0.91,0.82,1.04,0.69,0.96,0.85,0.72,0.95
c_1,0.77,0.93,1.55,0.97,1.33,0.72,1.03,0.93,0.79,0.87,0.75,0.9,1.19,0.87,0.91,1.02
d_1,0.94,1.01,0.74,1.57,0.78,0.76,1.0,0.89,1.53,0.9,1.29,1.08,1.13,1.07,0.93,1.03
b_1,0.85,1.07,0.8,0.89,1.63,1.36,1.05,1.0,1.09,0.96,0.73,0.98,1.11,0.76,1.03,1.03
a_1,1.01,1.19,1.06,0.99,0.75,1.74,1.18,1.18,1.22,1.02,1.24,1.01,1.24,0.75,0.93,1.1
h_1,1.09,1.51,1.08,1.2,0.95,0.87,1.84,1.25,1.3,1.55,1.22,1.17,1.08,1.03,1.24,1.54
d_0,1.03,1.18,1.81,0.97,1.12,0.93,1.35,1.71,1.1,1.26,1.42,1.27,1.49,1.19,1.24,1.33
c_0,1.34,1.31,1.09,1.17,0.81,0.98,1.28,1.57,1.75,1.21,2.1,1.3,1.42,1.29,1.24,1.42
g_1,1.03,1.03,1.15,1.59,1.03,0.93,1.21,1.26,1.36,1.95,1.34,1.85,1.3,1.14,1.28,1.24
b_0,1.31,1.15,1.47,1.18,0.94,0.83,1.42,1.45,1.21,1.28,1.79,1.37,1.52,1.88,1.05,1.54
f_0,1.03,1.12,1.28,1.16,1.21,1.15,1.62,1.56,1.42,1.22,1.34,1.83,1.52,1.26,1.88,1.29
h_0,1.21,1.51,1.26,1.31,1.14,0.95,1.32,1.48,1.49,1.52,1.34,1.28,1.34,1.24,1.23,1.64
a_0,1.26,1.25,1.32,1.27,1.25,0.86,1.49,1.67,1.45,1.52,1.25,1.68,1.56,1.85,1.17,1.46
e_0,1.02,1.43,1.32,1.36,1.18,1.13,1.52,1.48,1.49,1.38,1.61,1.28,1.61,1.52,1.81,1.21
g_0,1.18,1.15,1.3,1.73,1.14,1.05,1.41,1.25,1.46,1.1,1.29,1.9,1.53,1.31,1.44,1.35
