,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.78,1.12,0.9,0.91,0.69,0.49,0.61,0.43,0.46,0.44,0.45,0.35,0.36,0.37,0.33
f_1,1.3,1.0,1.03,0.78,0.87,0.7,0.43,0.48,0.42,0.42,0.4,0.36,0.33,0.3,0.25,0.34
c_1,0.89,0.98,1.0,1.11,1.26,0.74,0.56,0.33,0.4,0.46,0.38,0.39,0.31,0.33,0.29,0.3
d_1,1.12,1.28,0.91,1.0,0.91,0.68,0.49,0.48,0.58,0.4,0.41,0.4,0.38,0.34,0.3,0.26
b_1,1.1,1.14,0.79,1.08,1.0,1.16,0.6,0.49,0.52,0.48,0.45,0.43,0.36,0.41,0.3,0.37
a_1,1.4,1.45,1.36,1.49,0.88,1.0,0.69,0.59,0.61,0.66,0.55,0.6,0.52,0.52,0.47,0.43
h_1,2.01,2.3,1.78,2.08,1.64,1.37,1.0,0.83,0.87,1.08,0.81,0.72,0.67,0.7,0.66,0.72
d_0,1.67,2.12,2.97,1.99,2.07,1.59,1.18,1.0,0.83,1.05,0.96,0.83,0.76,0.85,0.74,0.67
c_0,2.36,2.3,2.67,1.72,1.91,1.61,1.14,1.21,1.0,1.05,1.37,0.93,0.93,0.85,0.87,0.72
g_1,2.17,2.39,2.19,2.56,2.06,1.44,0.95,0.96,0.95,1.0,0.89,1.09,0.7,0.7,0.79,0.64
b_0,2.24,2.37,2.79,2.38,2.2,1.78,1.23,1.05,0.78,1.15,1.0,0.87,1.16,0.81,0.84,0.71
f_0,2.13,2.77,2.57,2.53,2.29,1.78,1.32,1.18,1.11,0.88,1.14,1.0,0.92,0.85,1.19,0.63
a_0,2.74,3.11,3.37,2.58,2.79,1.84,1.46,1.38,1.1,1.43,0.89,1.13,1.0,1.05,0.94,0.93
h_0,2.81,3.4,3.05,2.84,2.45,1.99,1.42,1.25,1.17,1.45,1.25,1.17,0.9,1.0,0.87,1.0
e_0,2.65,3.66,3.64,3.45,3.21,2.03,1.56,1.39,1.19,1.3,1.32,0.89,1.04,1.22,1.0,0.97
g_0,3.09,3.03,3.29,3.81,2.91,2.35,1.43,1.45,1.43,1.48,1.36,1.59,1.11,0.99,1.08,1.0
