,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,9596.37,3217.31,4167.27,3860.8,8269.09,35321.22,3672158.19,7164671.09,21189974.84,8042382.46,26143552.31,39754868.14,81243946.83,147746156.34,131685170.34,301783550.39
f_1,2456.62,10835.85,7405.53,4357.66,9782.58,24522.97,3242688.72,7051134.3,11142441.35,17338803.3,20169540.49,16486173.51,81503987.38,120954675.49,86273601.93,215318115.32
e_1,2291.67,2818.65,18670.02,6730.89,9391.37,29929.48,3157685.8,7432856.96,12390959.86,32453938.3,23365871.94,33577695.09,72547406.77,125265616.04,77312433.73,222752842.65
c_1,2423.81,2732.75,3703.91,22759.1,17481.54,40972.14,3300076.33,8588555.62,4353054.84,15343391.01,12348685.15,34444971.41,59692513.18,122208221.16,137614935.3,204173104.7
b_1,2587.48,2787.13,3894.98,5278.54,50591.85,71132.79,3070040.98,7929958.6,10849254.66,16735662.76,7409591.71,28727242.41,52450343.18,106819934.48,127524738.14,203325953.69
a_1,2335.81,2608.92,3734.73,6247.55,12145.35,243661.62,4086446.56,7871786.13,10060955.94,16694630.92,19441022.83,38293379.93,20048743.73,131346257.11,195331056.8,269590451.44
h_1,3597.46,4785.79,4784.03,5610.92,9478.81,32330.68,9799726.92,13217426.0,14165365.03,18042452.56,29029189.34,40312073.44,76824542.75,111343389.36,193887111.21,379743048.05
g_1,4630.2,2871.2,4448.73,5742.19,9104.15,38482.85,4182157.45,28642883.56,11943122.22,16561626.61,29553752.97,67568679.29,93741590.42,179766765.93,240397603.21,196542250.26
c_0,3672.37,3417.23,6540.55,4474.77,8685.6,34154.01,4165436.85,10397539.85,27738592.29,18749207.34,50607337.48,43919131.95,104470611.94,142410424.89,191322761.84,311932910.41
d_0,2112.03,3349.21,5521.77,12776.84,11970.32,38799.93,3716748.31,9680919.25,8402202.21,34925900.87,21674911.1,35698532.58,82423759.15,152484474.24,140364877.26,225869762.47
b_0,3511.59,4020.72,4959.09,8418.27,6732.31,26463.79,4375955.8,10001692.47,15114709.94,20106907.05,51579066.17,41828004.78,170220551.32,161576393.49,166823453.04,300444689.66
f_0,3896.88,1859.72,4528.07,6638.4,12604.57,42841.27,4727440.23,11721450.2,17949267.66,18657479.32,28011712.71,94387206.41,91902718.77,156563013.7,437309169.92,357777109.99
a_0,3280.56,3615.28,5513.69,8059.2,10978.5,23063.05,4073512.92,10893456.25,14315197.3,18172062.26,29024883.89,41912005.19,216262819.83,193646146.59,163485962.77,283039196.23
h_0,3516.7,4934.14,5363.28,6709.64,10057.77,36535.24,2589569.68,14074718.58,13339627.9,18148455.92,23686493.39,39576478.24,99523919.84,100578306.45,132370463.68,320788980.76
e_0,3424.67,2977.69,3528.33,7406.2,15407.79,44474.01,4281143.43,10226786.3,15027219.72,19057692.66,26079374.43,44093358.91,82451184.98,181159386.2,487318483.97,268050574.95
g_0,5264.1,3156.22,4653.85,5878.1,10279.84,31612.22,4195764.5,7005105.81,15928166.02,16325706.0,25714949.58,60219270.2,80482854.31,166436561.24,218485870.0,200129618.59
