,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.78,0.93,1.13,1.05,1.15,1.11,1.26,1.15,1.0,0.97,1.22,1.0,1.08,1.12,1.08
f_1,1.3,1.0,0.91,1.03,0.92,0.85,0.79,1.06,1.08,0.93,0.98,0.92,0.86,0.92,1.04,0.73
d_1,1.07,1.09,1.0,0.92,0.93,0.91,1.01,1.1,0.83,1.31,1.18,0.95,1.06,0.98,0.8,1.0
c_1,0.89,1.0,1.08,1.0,1.32,0.96,1.04,0.72,0.91,0.81,0.83,0.85,0.99,0.95,0.99,0.99
b_1,0.94,1.08,1.03,0.76,1.0,1.27,1.12,0.93,1.0,1.05,0.94,1.06,0.94,0.93,0.96,1.09
a_1,0.87,1.13,1.1,1.05,0.78,1.0,1.13,1.04,1.14,1.08,1.36,1.08,1.22,1.38,1.03,1.08
h_1,0.88,1.26,1.01,0.96,0.89,0.87,1.0,1.06,1.14,1.0,0.86,0.95,1.04,0.95,1.33,0.94
d_0,0.77,0.96,0.97,1.4,1.04,0.97,0.92,1.0,1.0,0.79,0.96,1.0,1.17,0.94,1.18,0.99
g_1,0.9,0.94,1.19,1.06,0.99,0.87,0.85,0.95,1.0,0.92,0.91,1.21,0.85,0.97,1.09,1.03
c_0,1.0,1.07,0.79,1.21,0.93,0.95,1.01,1.22,1.06,1.0,1.49,1.05,1.12,1.09,1.1,1.04
b_0,1.02,1.03,0.92,1.26,1.0,0.74,1.14,1.01,1.07,0.67,1.0,1.01,1.13,1.34,1.03,0.91
f_0,0.82,1.06,1.12,1.08,0.96,0.96,1.01,1.01,0.82,0.9,0.93,1.0,1.03,0.89,0.86,1.48
h_0,1.01,1.19,0.95,0.99,1.02,0.87,0.98,0.88,1.15,0.86,0.89,0.93,1.0,0.91,1.12,0.97
a_0,0.94,1.1,1.03,1.12,1.07,0.76,1.03,1.07,1.02,0.9,0.75,1.0,1.19,1.0,1.21,0.95
g_0,0.9,0.99,1.26,0.98,1.02,0.92,0.75,0.87,0.93,0.98,0.95,1.15,0.9,0.79,1.0,1.01
e_0,0.97,1.42,1.0,1.0,0.91,0.87,1.11,0.98,1.06,0.98,1.13,0.67,1.06,0.97,1.02,1.0
