,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.82,0.78,1.1,0.83,0.71,1.01,1.13,0.92,1.54,1.13,1.17,1.1,0.96,0.81,1.16
f_1,1.36,1.53,0.84,0.88,0.76,0.57,1.0,0.92,0.91,1.03,0.99,0.58,0.96,0.91,0.75,0.94
d_1,0.94,1.0,1.56,0.71,0.88,0.79,1.06,0.89,1.66,0.89,1.18,0.96,1.17,0.94,0.95,0.92
c_1,0.82,0.92,0.99,1.59,1.42,0.71,0.91,0.87,0.7,0.88,0.73,1.05,1.04,0.87,0.93,1.0
b_1,0.88,0.96,0.95,0.76,1.61,1.39,1.13,0.95,1.14,0.99,0.85,1.06,1.27,0.7,0.91,1.07
a_1,1.0,1.18,1.04,0.92,0.69,1.75,1.28,1.01,1.22,1.3,1.19,1.15,1.28,1.02,0.95,1.31
h_1,1.14,1.41,1.12,1.2,0.92,0.84,1.82,1.54,1.19,1.18,1.34,1.19,1.14,1.19,0.94,1.63
g_1,0.96,1.13,1.57,1.17,1.05,0.88,1.18,1.89,1.41,1.21,1.28,1.78,1.47,1.14,1.26,1.18
c_0,1.25,1.36,1.1,1.13,0.85,1.0,1.5,1.15,1.78,1.49,2.24,1.34,1.47,1.43,1.17,1.35
d_0,1.11,1.22,0.92,1.84,1.19,0.81,1.36,1.33,1.03,1.72,1.41,1.34,1.43,1.1,1.17,1.5
b_0,1.14,1.31,1.3,1.22,0.92,0.83,1.42,1.48,1.28,1.31,1.8,1.39,1.52,2.13,1.19,1.37
f_0,1.08,1.22,1.35,1.3,1.16,1.04,1.38,1.33,1.37,1.41,1.43,1.76,1.66,1.26,1.88,1.15
h_0,1.27,1.66,1.38,1.22,1.01,0.89,1.24,1.52,1.41,1.36,1.46,1.23,1.34,1.15,1.16,1.89
a_0,1.27,1.32,1.34,1.17,1.41,0.71,1.46,1.53,1.47,1.5,1.25,1.41,1.69,1.83,1.3,1.39
e_0,0.99,1.47,1.28,1.36,1.23,1.04,1.65,1.36,1.57,1.57,1.53,1.3,1.58,1.06,1.82,1.58
g_0,1.09,1.24,1.72,1.4,1.24,0.96,1.18,1.21,1.49,1.19,1.6,2.06,1.31,1.37,1.24,1.19
