,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.37,2.15,2.38,2.2,1.81,0.88,1.14,0.81,0.65,0.71,0.76,0.7,0.64,1.27,0.67
f_1,2.15,0.66,1.87,2.17,2.14,1.91,0.73,0.94,0.82,0.79,0.75,1.29,0.4,0.79,0.63,0.6
d_1,2.73,2.25,0.65,1.73,1.91,1.99,0.98,0.64,1.65,0.83,0.73,0.65,0.81,0.69,0.71,0.43
c_1,1.92,2.39,2.54,0.65,2.75,1.44,0.96,0.86,0.45,1.35,0.8,0.7,0.62,0.64,0.66,0.64
b_1,2.3,2.3,2.05,1.31,0.63,3.11,0.87,1.09,1.29,1.04,2.43,0.89,0.74,0.84,0.74,0.68
a_1,2.67,2.92,2.53,3.38,1.34,0.57,1.52,1.28,0.96,0.89,1.22,1.01,0.69,1.95,0.89,0.71
h_1,2.95,2.98,2.67,2.52,2.89,2.1,0.58,1.69,0.87,0.93,0.98,1.08,1.53,1.11,0.89,0.83
g_1,2.52,3.08,3.24,3.01,2.39,2.75,1.02,0.57,1.06,1.19,0.87,1.14,0.72,0.99,1.2,1.15
d_0,1.79,2.89,5.83,4.23,2.6,2.73,1.5,1.59,0.68,1.03,1.0,1.17,1.09,1.06,0.99,0.95
c_0,3.4,2.73,1.84,9.64,2.62,3.1,1.47,1.28,1.23,0.65,1.27,1.18,1.06,1.12,1.03,1.0
b_0,2.67,3.17,2.79,3.73,6.85,3.02,1.26,1.69,1.1,0.77,0.64,1.07,0.87,1.22,0.78,0.8
f_0,2.86,8.76,3.32,3.05,2.73,2.51,1.6,0.88,1.15,0.96,1.12,0.64,0.84,0.91,1.58,0.64
h_0,2.69,4.32,2.76,3.74,3.34,3.14,2.55,1.67,1.07,1.04,1.13,1.1,1.38,1.06,1.1,0.96
a_0,3.79,3.19,3.49,3.47,4.15,5.87,1.44,1.53,1.35,1.1,0.71,1.26,0.95,0.6,1.01,0.89
e_0,5.82,4.68,3.06,3.82,3.84,3.4,1.43,1.26,1.32,1.05,1.37,0.56,1.14,1.3,0.58,1.02
g_0,3.48,4.23,4.2,3.56,3.89,4.0,1.47,2.45,1.18,1.09,1.18,1.39,0.99,1.17,1.13,1.75
