,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.87,0.92,0.93,0.7,0.41,0.35,0.45,0.34,0.35,0.35,0.29,0.28,0.26,0.3
e_1,0.8,1.0,0.9,1.14,0.96,0.77,0.55,0.44,0.49,0.6,0.39,0.43,0.4,0.34,0.33,0.34
d_1,1.15,1.11,1.0,0.8,0.92,0.73,0.52,0.59,0.34,0.57,0.44,0.46,0.36,0.35,0.37,0.26
c_1,1.08,0.88,1.25,1.0,1.31,0.57,0.5,0.33,0.45,0.3,0.35,0.41,0.36,0.34,0.3,0.32
b_1,1.08,1.03,1.09,0.76,1.0,1.29,0.53,0.48,0.52,0.43,0.45,0.4,0.39,0.32,0.35,0.37
a_1,1.42,1.32,1.38,1.74,0.78,1.0,0.74,0.71,0.65,0.56,0.72,0.5,0.52,0.62,0.46,0.5
h_1,2.4,1.84,1.98,1.93,1.81,1.39,1.0,0.81,1.04,0.88,1.0,0.77,0.78,0.61,0.59,0.75
c_0,2.71,2.29,1.63,2.89,1.91,1.54,1.22,1.0,0.8,0.96,1.33,0.95,0.77,0.84,0.79,0.67
g_1,2.25,2.0,2.95,2.23,2.05,1.57,0.96,1.23,1.0,0.91,0.76,1.16,0.74,0.93,0.72,0.93
d_0,2.88,1.69,1.85,3.51,2.17,1.8,1.14,1.0,1.12,1.0,0.93,0.84,0.75,0.78,0.67,0.78
b_0,2.83,2.56,2.2,2.99,2.3,1.46,0.93,0.8,1.3,1.08,1.0,0.97,0.88,1.34,0.9,0.96
f_0,3.15,2.31,2.19,2.51,2.51,1.91,1.37,1.04,0.86,1.08,1.07,1.0,0.96,0.91,1.4,0.6
h_0,3.44,2.6,2.64,2.93,2.44,2.03,1.29,1.29,1.42,1.31,1.14,0.99,1.0,0.99,0.89,1.19
a_0,3.67,2.96,2.9,2.7,3.1,1.79,1.61,1.2,1.13,1.21,0.78,1.06,0.99,1.0,0.97,1.03
e_0,3.87,3.07,2.73,3.16,2.89,2.22,1.57,1.24,1.41,1.41,1.17,0.67,1.1,0.93,1.0,1.12
g_0,3.47,2.96,3.74,3.17,2.6,2.06,1.35,1.44,1.1,1.2,1.1,1.7,0.8,1.0,0.89,1.0
