,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.45,4.13,5.11,4.6,3.89,5.61,1.01,0.79,0.7,3.11,0.72,0.86,0.95,0.56,0.73,0.37
f_1,3.96,0.44,4.47,3.81,3.85,5.17,0.78,1.49,1.02,0.83,0.82,5.19,0.76,0.42,1.07,0.75
e_1,4.66,2.53,0.42,4.82,5.48,5.1,1.39,1.66,0.8,0.92,1.05,1.15,1.16,0.68,3.02,0.83
c_1,6.77,5.45,3.59,0.41,4.68,3.6,1.6,1.35,3.4,0.44,0.73,1.03,0.71,0.64,0.87,0.64
b_1,5.98,4.96,5.54,2.73,0.38,3.52,1.94,1.74,1.6,1.02,4.79,1.07,0.96,0.87,0.71,1.02
a_1,5.53,9.26,6.2,5.21,2.87,0.33,2.38,1.69,1.36,1.14,1.64,1.13,,0.94,1.09,1.11
h_1,4.35,5.06,5.44,4.89,5.18,4.41,0.35,1.34,1.14,1.05,0.95,0.77,1.05,2.04,1.09,0.68
g_1,5.69,6.1,6.06,5.25,5.24,7.07,1.25,0.32,1.06,1.19,1.2,0.93,1.11,0.63,1.3,2.06
c_0,2.95,5.45,5.31,25.03,6.57,6.15,1.64,1.99,0.43,1.99,1.25,0.92,1.18,0.88,1.25,0.87
d_0,16.33,5.41,2.72,6.43,5.33,6.7,1.95,1.92,1.32,0.48,1.29,1.14,1.66,0.94,1.21,0.88
b_0,4.7,5.85,5.03,9.31,38.15,5.67,1.43,1.34,0.57,1.26,0.42,0.9,1.07,0.84,1.15,0.73
f_0,5.25,16.32,5.74,5.87,7.04,5.13,1.94,1.12,1.3,1.25,1.23,0.39,1.2,1.08,1.26,0.52
a_0,5.31,6.08,5.72,8.15,9.01,,2.45,1.94,1.15,1.33,0.87,1.45,0.37,0.86,1.45,0.86
h_0,5.77,7.6,6.92,6.87,9.23,6.73,4.49,1.77,1.71,1.45,1.63,1.61,1.38,2.68,1.17,0.92
e_0,7.5,10.81,18.47,8.68,8.1,4.85,1.83,1.38,1.35,1.57,1.62,0.54,1.31,1.54,0.34,0.85
g_0,5.82,9.23,7.35,9.08,9.01,6.23,1.73,5.58,1.44,2.15,2.03,1.18,2.01,1.01,1.78,2.65
