,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.43,0.95,1.71,1.84,1.81,1.93,0.59,0.43,0.39,0.48,0.33,0.44,0.26,0.35,0.28,0.71
f_1,1.43,0.42,1.42,1.7,2.03,1.88,0.37,0.37,0.36,0.48,0.36,0.61,0.18,0.4,0.33,0.35
d_1,1.92,1.8,0.42,2.11,1.64,1.53,0.41,0.7,0.33,0.34,0.35,0.33,0.25,0.35,0.14,0.28
c_1,1.44,1.94,1.95,0.41,1.79,1.54,0.56,0.21,0.63,0.53,0.39,0.36,0.27,0.37,0.26,0.34
b_1,1.99,2.1,2.39,1.0,0.39,1.93,0.58,0.39,0.5,0.69,0.74,0.36,0.31,0.45,0.28,0.39
a_1,2.59,2.86,2.28,2.26,1.13,0.33,0.72,0.54,0.49,0.87,0.78,0.4,0.37,0.94,0.45,0.42
h_1,3.11,2.86,2.49,3.31,2.74,2.21,0.32,0.64,0.56,0.78,0.55,0.5,0.65,0.48,0.44,0.41
d_0,1.72,2.97,6.56,3.04,3.04,2.99,0.89,0.38,0.68,0.9,0.7,0.67,0.47,0.59,0.54,0.62
c_0,3.3,3.05,1.79,5.35,3.25,3.06,0.84,0.95,0.37,0.89,0.59,0.74,0.42,0.69,0.45,0.59
g_1,3.05,2.81,3.73,3.52,3.56,2.93,0.61,0.59,0.61,0.3,0.57,0.66,0.34,0.56,0.68,0.51
b_0,3.28,3.09,2.68,5.17,4.99,2.84,1.01,0.74,0.34,0.88,0.34,0.59,0.54,0.69,0.44,0.66
f_0,3.77,5.94,3.43,3.53,4.01,3.08,1.2,0.77,0.67,0.58,0.7,0.32,0.49,0.71,0.33,0.64
h_0,3.66,3.87,4.24,3.97,4.4,3.17,2.15,0.88,0.92,1.32,0.67,0.75,0.79,0.66,0.64,0.7
a_0,4.91,4.06,3.87,5.06,4.7,4.72,1.05,1.09,0.67,1.15,0.42,0.75,0.57,0.3,0.62,0.66
g_0,4.32,4.65,3.79,4.31,4.28,4.55,0.9,1.03,0.89,1.75,0.94,0.82,0.47,0.74,0.9,0.71
e_0,7.68,5.81,4.17,3.68,4.3,3.96,1.25,0.83,0.86,0.99,0.92,0.41,0.79,0.9,0.69,0.33
