,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.89,1.14,1.41,1.59,3.86,23.13,33.92,39.09,35.83,44.38,57.66,77.16,101.38,120.17,125.35
f_1,1.13,1.0,0.96,1.12,1.21,2.47,14.24,24.79,32.13,29.02,39.07,37.94,57.58,75.04,97.63,74.29
d_1,0.88,1.03,1.0,0.94,1.16,2.5,17.28,24.4,23.19,38.29,44.59,36.7,66.83,75.67,70.86,96.01
c_1,0.71,0.92,1.05,1.0,1.59,2.57,17.26,15.48,24.82,23.16,30.34,32.09,60.79,71.39,84.75,92.23
b_1,0.62,0.82,0.83,0.63,1.0,2.81,15.38,16.52,22.61,24.75,28.56,33.01,47.83,57.62,68.27,83.42
a_1,0.26,0.39,0.4,0.39,0.35,1.0,7.05,8.35,11.61,11.47,18.73,15.16,28.09,38.68,32.93,37.54
h_1,0.04,0.07,0.06,0.06,0.06,0.14,1.0,1.37,1.86,1.71,1.9,2.14,3.86,4.28,6.86,5.24
d_0,0.03,0.04,0.04,0.06,0.06,0.12,0.71,1.0,1.27,1.04,1.64,1.76,3.34,3.26,4.72,4.28
g_1,0.03,0.03,0.04,0.04,0.04,0.08,0.52,0.75,1.0,0.96,1.22,1.67,1.92,2.65,3.42,3.5
c_0,0.03,0.03,0.03,0.04,0.04,0.09,0.59,0.92,1.01,1.0,1.92,1.39,2.42,2.85,3.31,3.4
b_0,0.02,0.03,0.02,0.03,0.03,0.05,0.52,0.59,0.8,0.52,1.0,1.04,1.9,2.74,2.4,2.3
f_0,0.02,0.03,0.03,0.03,0.03,0.07,0.45,0.58,0.59,0.68,0.9,1.0,1.69,1.77,1.97,3.65
h_0,0.01,0.02,0.01,0.02,0.02,0.04,0.27,0.31,0.51,0.4,0.53,0.57,1.0,1.11,1.56,1.46
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.31,0.37,0.34,0.37,0.5,0.98,1.0,1.38,1.18
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.22,0.29,0.32,0.41,0.5,0.65,0.69,1.0,1.09
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.2,0.23,0.31,0.3,0.45,0.27,0.7,0.78,0.94,1.0
