,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,9583.8,158.8,211.85,211.71,446.29,1417.25,288201.03,1120911.67,399258.5,541655.29,817503.12,1456121.12,6235994.02,5483608.77,,14357092.4
f_1,228.72,13506.76,167.69,240.47,348.78,2698.34,225231.67,554052.82,394697.11,634472.69,1447959.47,,6823663.42,3737177.26,4415608.68,16016482.48
c_1,132.8,191.66,14890.65,231.18,790.28,1633.58,399764.34,517848.97,503053.83,,824023.69,1309450.24,5921343.25,4354879.59,6378209.21,14371110.26
d_1,114.21,160.91,182.7,20735.32,478.52,1102.46,172684.14,,519617.61,1580039.83,1137320.34,1299262.7,5536316.94,4944219.51,7216306.96,16752187.94
b_1,98.17,143.84,195.1,263.29,39026.67,3127.09,278420.25,570743.92,487905.05,829121.13,,1417430.73,4845681.62,4289734.24,7732672.67,22174637.98
a_1,137.15,185.18,115.35,185.4,441.54,254392.0,390177.38,692168.34,,782670.89,1090394.14,990135.8,7051906.69,,7943531.69,12677770.14
h_1,501.33,988.81,733.9,681.56,1514.43,7224.17,14519100.49,1873696.1,2669573.77,1634788.62,4706915.12,6411193.43,,22869463.99,19910276.97,75108174.25
d_0,712.37,821.14,1835.02,,2106.79,8165.53,1530564.03,18119406.42,2514532.64,3048892.75,4633775.97,4675238.58,25158339.62,25849525.92,41258680.35,88160535.2
g_1,557.82,462.28,611.35,1277.45,1401.05,,904751.07,1510241.48,28623763.19,2434234.22,3826086.26,9712218.55,25494281.84,,38008738.44,
c_0,568.79,1084.16,,1266.39,1496.63,9769.51,1493644.23,2998837.65,2078578.87,20525129.77,10462669.94,7970892.77,22172787.8,37956135.63,,84347012.86
b_0,624.85,853.64,1087.75,1556.23,,8041.9,1392242.51,2843816.29,1960531.73,2917425.86,40745078.96,6287955.73,21634702.31,52507431.92,39479624.55,76374486.99
f_0,543.84,,906.91,1219.8,1883.86,8019.92,1322322.45,3220284.83,2294072.1,3563184.09,5551278.0,54092254.92,25775639.5,37236600.17,67661093.03,101554418.03
h_0,1065.22,1393.52,1338.85,2029.63,2887.78,11444.95,,4300651.44,4726859.98,5499788.88,6990026.65,8788590.69,,44756126.29,52880964.99,209714531.7
a_0,773.49,1170.43,667.18,743.53,1397.93,,1429341.5,3331015.3,,4740887.0,6073438.86,6204380.74,27495128.41,308135935.86,,69330622.38
e_0,,1248.03,1138.26,1453.5,1863.27,9730.25,1283456.4,2959880.08,2055850.39,,4857073.34,6174672.84,30714105.56,,445836202.09,86248315.69
g_0,887.37,1009.74,1324.75,3543.22,2220.59,14495.27,2150977.85,3968431.81,,4479522.65,4703166.08,18232708.98,32756541.87,48755497.95,51393914.54,
