,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.0,9.68,17.21,26.53,30.92,75.54,2237.25,3202.14,4387.03,6847.58,5382.14,6903.71,16116.79,14391.16,,26996.99
f_1,18.0,107.72,14.98,19.52,33.07,66.47,2064.2,3164.81,4098.78,5578.08,5254.53,,14503.92,11285.81,25609.51,29657.99
d_1,7.04,12.58,137.12,15.52,22.27,83.69,2040.81,2297.11,5378.14,,5021.57,5943.83,18712.34,15342.14,18295.49,37883.36
c_1,6.77,9.83,13.35,162.01,34.52,59.66,2083.5,2911.37,,3796.12,5495.55,5257.77,14753.91,12045.16,25353.4,29045.27
b_1,9.94,8.49,12.14,12.77,195.66,84.79,1655.73,1865.01,5290.58,4924.48,,4964.84,11597.74,11245.54,19383.39,23586.97
a_1,5.77,6.03,8.54,11.56,10.91,466.73,1442.76,1298.39,2658.44,2788.52,3940.81,3184.02,11674.66,,15381.41,17392.23
h_1,5.52,6.96,5.75,8.89,10.74,30.08,3463.99,1647.9,2032.53,1545.92,1926.23,3115.62,,6967.14,,22490.95
g_1,4.33,3.25,11.02,6.19,9.23,28.59,820.09,4382.34,1631.27,1723.78,1872.42,5143.58,5110.79,4821.24,9584.13,
c_0,4.59,6.2,7.49,,6.23,26.9,814.57,1199.33,4510.72,1865.24,3986.7,3043.19,7522.5,6488.63,9443.59,13887.58
d_0,4.18,5.38,,12.78,8.4,20.93,929.65,1057.11,1372.66,4785.24,2301.47,3070.01,9251.97,5670.31,8809.31,16628.68
b_0,4.26,4.13,7.63,6.66,,22.63,992.04,1055.93,1190.02,1884.77,6168.01,2488.15,4829.26,10257.67,8135.66,11852.83
f_0,4.54,,4.77,7.88,9.14,28.14,691.87,611.27,1618.04,1469.33,2288.58,6922.99,6152.68,5648.02,14066.0,13704.05
h_0,3.52,6.54,4.65,7.4,7.06,20.26,,1342.01,1175.25,1202.15,2394.37,1960.42,,6636.77,10374.94,17773.92
a_0,4.12,3.97,4.31,5.11,5.68,,581.12,811.16,1151.83,1360.07,1200.27,1786.45,3914.17,13604.71,,12089.28
e_0,,2.23,4.31,4.52,6.79,16.97,,596.53,1177.64,1532.74,1123.94,1099.67,3907.63,,18767.48,10245.05
g_0,3.42,2.98,4.73,5.33,7.74,17.21,468.65,,1325.81,1097.93,2056.66,2207.15,3915.43,3694.08,5310.53,
