,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,1.58,1.8,1.49,1.71,1.96,0.33,0.3,0.52,0.28,0.29,1.51,0.17,0.32,0.35,0.3
e_1,0.9,0.17,1.92,1.94,1.84,2.18,0.5,0.33,0.55,0.33,0.29,0.38,0.29,0.33,1.51,0.32
d_1,1.98,2.16,0.16,1.45,1.81,1.46,0.43,0.3,0.26,2.01,0.31,0.32,0.23,0.35,0.38,0.13
c_1,1.59,1.57,2.26,0.15,1.63,1.45,0.52,1.02,0.52,0.18,0.35,0.29,0.28,0.3,0.28,0.22
b_1,1.7,1.78,1.73,0.94,0.14,2.15,0.41,0.38,0.63,0.37,1.26,0.29,0.25,0.41,0.3,0.27
a_1,1.65,2.02,1.63,2.5,0.83,0.09,0.44,0.43,0.52,0.32,0.5,0.34,0.25,2.03,0.51,0.25
h_1,0.98,0.84,0.79,1.3,0.88,0.74,0.07,0.19,0.29,0.25,0.32,0.22,0.33,0.2,0.16,0.11
c_0,1.25,0.84,0.45,3.99,1.08,0.65,0.32,0.07,0.27,0.21,0.21,0.2,0.13,0.19,0.21,0.14
g_1,0.97,0.9,0.91,1.05,0.9,0.8,0.26,0.27,0.05,0.23,0.17,0.2,0.11,0.23,0.17,0.47
d_0,1.13,0.47,1.72,1.04,1.06,0.87,0.31,0.19,0.32,0.07,0.17,0.16,0.11,0.16,0.16,0.14
b_0,1.0,0.77,0.69,1.11,2.31,0.85,0.29,0.1,0.33,0.2,0.06,0.21,0.13,0.19,0.18,0.21
f_0,3.31,0.87,0.7,0.72,0.83,1.13,0.31,0.2,0.17,0.26,0.2,0.06,0.16,0.18,0.22,0.08
h_0,0.92,0.75,0.92,1.07,0.89,0.71,0.76,0.24,0.26,0.21,0.2,0.2,0.3,0.24,0.22,0.18
a_0,1.03,0.84,0.83,0.86,1.27,,0.28,0.17,0.25,0.17,0.08,0.17,0.13,0.04,0.16,0.14
e_0,1.06,2.65,0.71,0.89,0.84,0.98,0.3,0.17,0.27,0.26,0.16,0.08,0.13,0.16,0.04,0.16
g_0,1.19,0.95,0.85,0.93,0.81,0.82,0.2,0.23,,0.18,0.17,0.2,0.1,0.19,0.13,0.28
