,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.07,2.33,3.44,2.98,2.98,2.77,1.31,1.25,0.91,1.14,0.97,1.06,0.88,0.79,1.42,0.79
f_1,3.56,1.07,2.96,3.68,3.23,2.65,0.92,1.18,0.98,1.05,0.96,1.93,0.84,0.53,0.6,0.64
d_1,3.57,3.28,1.07,2.92,2.77,3.36,1.3,0.96,1.12,2.09,1.01,0.94,0.76,0.72,0.94,0.58
c_1,3.8,3.66,5.13,1.07,4.73,2.83,1.46,1.26,1.44,0.67,1.08,1.01,0.95,0.85,1.05,0.82
b_1,4.21,4.04,4.22,2.4,1.07,4.56,1.94,1.78,1.28,1.22,2.01,1.18,1.32,0.95,1.13,0.85
a_1,5.86,5.66,5.19,5.87,2.87,1.07,2.23,2.19,2.01,1.83,1.93,1.48,3.42,1.68,1.15,1.56
h_1,7.22,7.8,6.28,7.02,6.41,5.43,1.37,3.0,1.91,2.17,1.79,1.78,1.84,2.32,1.56,1.28
g_1,7.73,8.8,7.77,8.32,6.95,6.42,2.48,1.38,2.24,2.25,2.03,2.41,1.86,1.46,2.23,2.06
c_0,10.0,10.73,5.42,24.7,9.53,5.56,3.47,3.22,1.6,3.45,3.34,2.42,2.2,2.04,2.61,1.63
d_0,5.07,10.13,15.78,10.3,10.12,8.36,3.78,3.7,2.72,1.63,3.08,2.54,3.03,2.01,2.41,2.31
b_0,8.97,10.9,8.99,9.8,18.38,8.46,3.86,3.82,1.84,2.65,1.63,2.02,3.24,2.51,2.61,1.84
f_0,8.85,21.76,10.12,10.74,9.25,7.58,3.68,3.03,2.67,2.97,3.26,1.66,2.84,3.08,4.69,1.92
a_0,11.56,12.45,12.31,14.8,14.65,15.01,4.62,5.44,3.61,3.37,1.73,2.99,1.67,2.32,2.98,2.14
h_0,12.23,14.72,13.17,13.27,10.8,9.52,8.82,5.01,3.51,3.49,2.92,2.67,2.96,4.46,2.79,2.65
e_0,19.55,19.89,13.26,13.07,12.63,13.22,5.43,3.86,3.75,4.41,2.99,1.96,3.32,2.79,1.64,2.86
g_0,15.11,18.39,14.79,12.58,15.27,11.13,6.27,9.01,4.1,4.12,3.95,4.1,4.13,2.75,3.25,
