,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.59,2.12,1.56,1.63,1.47,3.25,5.39,3.37,3.18,3.87,4.09,4.33,4.17,3.41,4.76
f_1,2.37,2.52,1.73,1.5,1.55,1.53,2.91,3.84,3.03,3.32,3.64,2.99,4.01,3.44,3.08,4.37
c_1,1.45,1.59,2.52,1.78,2.6,1.61,3.1,3.15,2.98,2.95,2.74,3.78,4.55,3.52,3.71,4.62
d_1,1.6,1.81,1.42,2.59,1.69,1.72,3.5,3.2,3.29,5.5,4.01,3.89,4.72,4.01,4.06,4.39
b_1,1.59,1.75,1.43,1.64,2.76,2.91,3.13,3.27,3.14,3.73,3.26,3.45,4.53,3.6,4.13,4.22
a_1,1.76,1.81,1.76,1.74,1.36,3.23,3.23,3.38,3.5,3.9,4.51,3.78,5.26,4.08,3.99,4.95
h_1,1.7,2.14,1.68,1.79,1.53,1.53,4.57,3.36,4.09,3.88,3.56,3.67,4.21,4.16,3.56,5.64
d_0,1.47,1.73,2.5,1.38,1.91,1.79,3.66,4.38,3.01,2.9,3.58,3.61,4.63,4.15,4.24,4.85
g_1,1.53,1.73,1.67,2.13,1.69,1.63,3.2,3.44,4.8,4.03,3.91,5.19,4.61,3.74,4.76,4.6
c_0,1.85,1.99,1.72,1.59,1.46,1.66,3.57,4.21,3.58,4.73,5.9,4.05,5.23,4.8,4.86,4.77
b_0,1.69,1.79,2.15,1.76,1.41,1.32,3.53,4.14,3.23,3.52,4.85,3.8,4.93,6.66,4.62,4.97
f_0,1.38,1.74,1.82,1.77,1.86,1.96,3.78,3.95,3.15,3.8,4.3,4.95,5.09,3.81,7.06,4.91
h_0,1.83,2.14,1.68,1.89,1.64,1.55,3.06,3.41,3.89,3.49,3.59,3.75,4.08,3.74,3.85,5.44
a_0,1.66,1.9,1.92,1.7,1.67,1.58,3.49,3.81,2.99,4.03,3.44,3.91,4.98,5.43,4.12,4.67
e_0,1.55,2.01,1.82,1.76,1.66,2.02,3.58,3.1,3.06,3.53,3.38,3.33,4.93,3.97,5.69,5.11
g_0,1.57,1.6,1.61,2.33,1.8,1.57,2.98,3.21,3.11,3.91,3.97,4.85,4.45,4.21,4.7,4.24
