,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.49,1.33,1.21,1.3,1.39,0.49,0.72,0.6,0.56,0.47,1.31,0.38,0.47,0.54,0.55
e_1,0.83,0.42,1.33,1.5,1.27,1.17,0.86,0.68,0.68,0.6,0.59,0.82,0.55,0.57,1.15,0.57
d_1,1.33,1.53,0.4,1.23,1.35,1.1,0.64,0.44,1.01,0.75,0.6,0.56,0.51,0.69,0.64,0.34
c_1,1.5,1.18,1.33,0.38,1.38,1.15,0.82,0.72,0.34,0.7,0.62,0.54,0.49,0.58,0.59,0.48
b_1,1.44,1.19,1.23,0.84,0.36,1.7,0.65,1.09,0.55,0.62,1.65,0.55,0.59,0.55,0.66,0.46
a_1,1.34,1.39,1.41,1.74,0.69,0.3,0.8,0.63,0.69,0.66,0.62,0.54,0.53,1.55,0.67,0.58
h_1,1.06,1.0,0.85,0.85,1.07,0.87,0.26,0.57,0.45,0.4,0.4,0.37,0.48,0.44,0.39,0.5
g_1,1.11,1.08,1.06,0.91,0.86,1.28,0.4,0.23,0.44,0.4,0.42,0.42,0.26,0.35,0.37,0.36
d_0,0.97,0.54,1.83,1.29,1.29,0.88,0.67,0.63,0.27,0.36,0.47,0.36,0.39,0.47,0.35,0.45
c_0,1.01,0.89,0.63,2.85,0.99,0.83,0.58,0.55,0.54,0.26,0.5,0.43,0.42,0.52,0.39,0.36
b_0,0.95,0.89,0.89,1.07,1.58,0.97,0.54,0.64,0.37,0.26,0.25,0.43,0.34,0.47,0.31,0.39
f_0,1.48,0.74,0.9,0.96,1.0,1.26,0.6,0.36,0.47,0.41,0.42,0.24,0.39,0.51,0.43,0.26
h_0,1.06,0.87,0.89,0.91,1.04,0.87,0.91,0.61,0.47,0.39,0.45,0.4,0.61,0.43,0.4,0.36
a_0,1.0,0.96,0.82,0.95,1.53,,0.52,0.57,0.42,0.36,0.25,0.37,0.36,0.21,0.42,0.39
e_0,1.09,1.2,0.95,0.92,0.88,0.79,0.55,0.46,0.49,0.4,0.45,0.24,0.36,0.56,0.2,0.44
g_0,0.97,0.87,1.05,1.07,1.06,0.75,0.37,0.85,0.45,0.41,0.42,0.46,0.32,0.49,0.37,0.67
