,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.92,2.21,2.01,2.64,2.11,2.34,8.47,7.23,18.25,9.26,10.69,12.06,17.26,12.13,7.61,16.81
f_1,3.66,5.93,2.07,2.15,2.1,1.54,6.95,7.1,10.19,9.46,10.82,6.94,15.52,10.62,8.61,15.81
d_1,1.98,2.64,6.6,1.68,1.92,2.28,9.39,9.2,6.79,18.52,12.75,10.81,16.21,12.53,11.35,17.02
c_1,1.9,1.94,2.16,6.9,4.33,2.24,6.95,7.41,9.73,5.99,7.09,9.44,14.58,10.45,11.95,13.86
b_1,2.12,2.03,2.2,2.2,7.43,4.37,8.23,7.77,9.05,10.23,5.3,10.05,16.29,9.09,11.82,16.32
a_1,1.99,2.41,2.53,2.45,2.09,10.69,9.29,8.91,8.91,11.59,11.8,13.82,15.38,6.31,12.12,15.47
h_1,2.34,3.33,2.39,2.59,2.07,2.25,17.84,11.09,9.41,10.43,11.2,11.49,13.05,10.16,13.8,24.84
g_1,2.06,2.17,4.02,2.31,1.93,2.85,8.74,20.91,7.28,12.43,12.99,18.16,14.89,11.46,13.27,11.93
d_0,2.09,2.4,1.76,4.7,2.86,2.28,8.5,6.93,17.8,8.33,10.64,12.67,17.28,11.54,14.12,16.71
c_0,2.62,2.68,2.56,2.26,1.62,2.55,10.43,9.48,11.82,18.8,23.7,14.67,17.91,15.6,14.1,18.72
b_0,2.52,2.88,2.41,2.65,1.66,1.7,9.11,9.37,11.93,11.47,22.38,13.41,20.42,28.02,13.59,19.01
f_0,2.09,1.72,2.67,2.95,2.44,2.58,9.32,10.17,10.71,10.3,13.5,23.69,17.51,10.98,28.07,18.6
h_0,2.29,3.35,2.54,2.38,2.2,2.54,6.35,11.83,10.05,10.39,10.57,11.75,14.42,12.14,13.38,20.82
a_0,2.39,2.72,2.85,3.03,2.2,1.58,10.64,9.0,10.46,12.44,10.02,10.03,16.5,28.39,12.64,15.44
e_0,1.76,2.35,3.04,2.6,2.77,2.07,11.04,12.87,10.17,10.74,11.79,12.38,18.83,13.42,29.31,21.42
g_0,2.45,2.39,3.81,2.16,2.52,2.26,8.59,6.81,8.46,11.49,11.4,17.68,16.8,13.18,14.86,13.19
