,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,12604.35,5224.17,3223.68,3552.42,4156.58,27503.39,3770207.08,7586685.88,9866114.81,10790229.29,20736362.32,16597773.06,74808162.31,106088641.55,82860956.59,213362467.18
e_1,2714.02,14281.51,2494.46,4204.74,5608.19,23711.1,4542005.9,6316072.79,11383585.27,22867777.78,22992435.79,39280888.99,88520641.68,111388176.27,59582314.85,232498771.48
d_1,3156.56,2867.79,16220.93,3045.73,4731.07,27963.48,4686196.94,7982904.49,21072956.1,3951979.97,25752605.35,58481461.84,85654125.85,123332234.71,137187455.65,249510880.54
c_1,2215.1,3107.04,3239.98,18042.54,10463.35,21849.33,3422106.1,5419802.87,3039251.24,10985906.83,13014705.23,37889282.03,73032802.03,115765568.98,111757074.27,230793177.21
b_1,2854.59,2364.17,3930.74,3929.34,27992.23,40230.96,3624445.33,6426127.93,9899916.43,11061524.13,7715609.1,42763651.96,66059730.34,130844877.06,154469977.32,249917678.07
a_1,3159.22,2686.73,3758.02,3679.94,4261.81,205033.88,4293557.11,8099590.62,12401887.78,12984893.57,19449745.11,42060568.97,27814799.57,124096077.46,146618894.07,279813910.44
h_1,4685.71,3105.09,5106.89,3994.71,5350.43,23440.38,15146243.94,12557112.78,15328613.47,14019921.32,24622549.66,47308201.39,81300570.3,76620729.29,163827684.46,384188003.11
g_1,3423.8,2775.83,6760.66,4648.6,5094.2,27277.35,4375996.09,32943182.02,10681915.32,11278049.92,26369089.64,85080523.45,84821592.53,139951757.04,205150292.37,147207924.97
c_0,3704.03,3399.77,4834.24,2316.47,4353.48,35903.52,6554990.03,11746436.44,31189195.4,14080326.98,52538238.67,60205128.58,140966559.29,165032717.09,169768966.23,302493102.34
d_0,3367.81,3537.24,1857.64,8386.07,6379.01,33362.62,6838963.56,8883372.83,9350215.08,31682330.02,22855564.81,50369044.04,91203824.45,147903321.32,134691403.6,262927796.66
b_0,4054.24,3649.51,4937.09,4783.47,2810.04,22500.46,5503616.84,10199195.91,15075159.16,15003231.05,59373524.0,63208759.35,224154825.0,170785328.77,145673020.84,276087361.25
f_0,2131.87,3297.72,4802.5,4888.94,5763.14,34281.89,5814102.4,12407094.11,15470677.66,13845062.7,26253641.74,130118921.18,115872723.58,171572855.8,353285915.75,278854758.51
a_0,3717.18,2898.49,5473.15,4557.82,6730.77,15086.73,6454144.03,10616626.52,14110422.19,13262759.61,26182991.08,53977011.83,279677653.63,176034898.23,182233016.91,294011987.32
h_0,5299.41,3280.13,5012.72,3834.94,5046.33,33906.17,3115689.87,15032012.54,13868998.88,14276922.78,28807974.76,46850311.07,94527545.91,84900921.46,187056983.0,360004344.98
e_0,3710.18,1355.11,5145.85,5754.96,4808.01,32346.17,6807105.04,12241118.69,12333085.17,15708316.94,27435237.91,61406431.99,104689052.84,144872134.15,582830793.17,365354999.8
g_0,2823.63,3101.61,7555.99,4394.04,5737.48,32775.15,6140533.92,5689759.14,13442023.03,10698730.31,28982031.74,82832104.66,101917567.47,123782352.36,185946852.54,168514973.79
