,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.52,6.07,4.81,6.2,5.48,2.52,3.09,2.09,2.72,2.06,2.4,1.68,1.52,,2.39
f_1,7.95,0.67,6.07,5.84,3.88,6.26,2.01,2.67,2.24,2.32,2.38,,1.16,2.05,2.33,1.43
d_1,6.49,5.17,0.67,8.09,5.5,5.97,2.41,1.81,2.32,,2.71,2.21,1.42,1.29,2.02,1.31
c_1,6.53,5.83,5.86,0.65,5.75,6.1,2.56,3.01,,1.23,2.84,2.11,1.99,2.18,2.38,1.82
b_1,6.69,8.56,7.03,4.08,0.62,7.4,2.46,2.42,2.8,2.42,,2.39,2.04,1.77,2.13,1.72
a_1,7.53,10.61,8.05,7.78,3.64,0.56,4.12,3.26,2.18,3.97,,3.46,,,,2.11
h_1,5.72,4.93,4.24,5.73,5.71,3.59,0.62,2.32,1.54,1.4,2.19,1.54,,2.16,1.81,1.44
g_1,5.44,5.93,5.52,4.36,6.49,5.45,2.1,0.59,1.77,1.99,2.03,2.69,1.38,2.01,1.56,
c_0,4.54,4.67,3.4,,4.67,5.37,2.03,1.8,0.72,2.05,2.03,1.43,1.43,1.81,1.59,1.38
d_0,3.0,4.74,,5.03,4.64,3.16,3.53,2.83,1.73,0.72,1.56,1.51,1.31,2.24,1.37,1.4
b_0,4.79,4.29,4.11,4.83,,,2.1,2.97,1.36,1.9,0.68,1.8,1.81,2.59,1.57,1.33
f_0,6.39,,4.42,5.65,7.85,4.46,2.74,1.48,2.27,1.71,1.79,0.68,1.57,1.99,1.91,0.79
h_0,4.74,5.3,6.47,4.87,4.9,,,1.79,1.67,2.0,1.29,1.3,,1.24,2.14,1.39
a_0,6.99,6.97,9.24,5.2,6.06,,2.71,2.75,2.2,2.56,1.14,1.9,1.74,0.64,,1.42
e_0,,7.19,6.22,6.97,7.13,,2.65,2.71,2.28,1.93,2.15,1.27,1.11,,0.61,
g_0,3.9,6.67,5.17,4.85,5.76,4.99,1.64,,2.09,1.69,1.84,3.45,1.24,1.62,,
