,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.89,0.32,0.18,0.18,0.13,0.12,0.14,0.13,0.14,0.15,0.15,0.05,0.1,0.14,0.06,0.12
e_1,0.19,0.89,0.14,0.21,0.18,0.1,0.17,0.11,0.16,0.31,0.16,0.12,0.12,0.15,0.04,0.13
d_1,0.22,0.18,0.89,0.15,0.15,0.12,0.17,0.14,0.3,0.05,0.18,0.17,0.12,0.16,0.1,0.14
c_1,0.16,0.19,0.18,0.89,0.33,0.09,0.13,0.09,0.04,0.15,0.09,0.11,0.1,0.15,0.08,0.13
b_1,0.2,0.15,0.21,0.19,0.88,0.17,0.13,0.11,0.14,0.15,0.06,0.13,0.09,0.17,0.11,0.14
a_1,0.22,0.17,0.21,0.18,0.13,0.87,0.16,0.14,0.18,0.18,0.14,0.13,0.04,0.16,0.11,0.15
h_1,0.33,0.19,0.28,0.2,0.17,0.1,0.56,0.22,0.22,0.19,0.18,0.14,0.11,0.1,0.12,0.21
g_1,0.24,0.17,0.37,0.23,0.16,0.12,0.16,0.57,0.15,0.15,0.19,0.25,0.12,0.18,0.15,0.08
c_0,0.26,0.21,0.26,0.11,0.14,0.15,0.24,0.2,0.45,0.19,0.38,0.18,0.19,0.22,0.12,0.17
d_0,0.24,0.22,0.1,0.41,0.2,0.14,0.25,0.15,0.13,0.43,0.16,0.15,0.12,0.2,0.1,0.14
b_0,0.29,0.23,0.27,0.24,0.09,0.1,0.2,0.18,0.22,0.2,0.43,0.19,0.31,0.23,0.1,0.15
f_0,0.15,0.21,0.26,0.24,0.18,0.15,0.21,0.21,0.22,0.19,0.19,0.39,0.16,0.23,0.25,0.15
a_0,0.26,0.18,0.3,0.22,0.21,0.06,0.24,0.18,0.2,0.18,0.19,0.16,0.38,0.23,0.13,0.16
h_0,0.37,0.2,0.27,0.19,0.16,0.14,0.11,0.26,0.2,0.19,0.21,0.14,0.13,0.11,0.13,0.2
e_0,0.26,0.08,0.28,0.28,0.15,0.14,0.25,0.21,0.18,0.21,0.2,0.18,0.14,0.19,0.42,0.2
g_0,0.2,0.19,0.41,0.22,0.18,0.14,0.23,0.1,0.19,0.15,0.21,0.25,0.14,0.16,0.13,0.09
