,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.42,0.71,0.83,0.67,0.65,0.76,1.38,2.61,1.8,1.37,1.79,1.83,1.82,2.36,0.83,2.48
f_1,1.23,2.46,0.84,0.54,0.75,0.66,1.24,1.93,1.66,1.3,1.67,0.87,1.64,1.98,1.23,1.64
c_1,0.74,0.75,2.52,0.81,1.28,0.56,1.64,1.19,0.59,1.65,1.61,1.42,1.55,1.88,2.0,2.04
d_1,0.7,1.09,0.65,2.57,0.74,0.66,1.56,0.85,2.72,1.42,1.59,1.75,1.6,2.24,1.27,1.79
b_1,0.81,0.66,0.69,0.78,2.68,1.37,1.73,1.96,1.62,1.32,0.69,1.71,1.58,1.94,1.35,2.11
a_1,0.71,0.91,0.77,0.9,0.55,3.29,1.59,1.34,1.59,1.32,1.67,2.12,,2.52,2.28,1.87
h_1,0.91,1.16,0.89,1.18,0.99,1.09,3.86,1.76,1.94,2.53,2.19,2.26,1.96,1.67,2.42,3.76
d_0,0.9,0.91,1.92,0.49,0.92,1.0,1.89,3.53,2.01,1.61,2.49,2.24,2.09,3.07,2.39,2.57
c_0,0.87,1.07,0.65,0.99,1.07,1.2,1.94,2.42,3.63,2.31,3.69,2.48,2.34,2.71,3.09,3.1
g_1,0.93,0.85,0.92,1.62,0.96,0.9,1.79,2.16,2.05,4.34,2.33,2.98,1.92,2.53,2.07,1.82
b_0,0.9,1.0,0.98,1.28,0.69,1.17,2.11,2.3,1.79,2.43,3.91,2.02,4.26,2.59,2.64,2.87
f_0,0.9,0.57,1.28,1.27,0.9,0.82,2.16,2.38,2.42,1.9,2.94,4.13,2.65,2.31,4.44,2.57
a_0,1.1,1.23,1.17,0.97,1.08,,2.01,2.45,2.47,2.46,1.89,2.16,4.61,2.63,2.27,3.18
h_0,0.86,1.32,1.1,1.07,0.93,0.93,1.49,1.86,2.23,2.24,2.54,2.53,2.19,1.7,2.53,3.27
e_0,0.62,1.03,1.26,1.33,1.22,0.89,1.62,2.56,2.03,2.09,2.46,2.09,2.52,3.09,5.09,2.9
g_0,0.73,0.91,1.0,1.55,0.93,1.11,1.67,2.18,2.19,1.43,2.35,3.09,1.92,2.81,2.52,1.91
