,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,11488.4,5440.68,6491.09,9568.94,17352.07,67894.51,5908245.19,13768316.83,31113852.63,21028728.74,46342016.4,43623202.7,199267773.64,189691135.49,193628135.87,360649779.97
e_1,4161.98,12654.6,6274.35,14439.17,20379.72,73597.22,5576526.23,13098878.37,16836013.06,47258963.79,31136968.32,50521351.48,216142239.9,172957442.18,141934993.23,322438751.63
f_1,4587.02,9589.15,13704.6,11920.53,18188.25,58618.48,4673455.51,12970549.49,17109340.53,29552811.81,34245595.41,29867897.92,204649899.43,163052764.4,118222080.73,243918349.28
c_1,5135.66,5043.16,5580.54,29861.67,34121.01,78770.88,5895349.21,13638739.99,11511985.12,26004492.75,23440038.17,46821182.81,186223809.05,129028390.66,149664167.79,311124356.48
b_1,5843.74,4790.45,6776.75,11474.92,54256.15,123981.61,6404558.57,13539913.07,16785097.86,24359305.25,23323064.47,39689197.86,185571404.09,100829588.65,188195451.83,326712036.29
a_1,5806.88,5962.68,6811.37,12205.28,16797.08,267224.25,6443701.94,14081597.44,16436668.02,31324599.43,30001283.31,45693328.79,228560713.51,102437573.27,214753989.69,343398944.63
h_1,5958.02,5580.28,7734.88,13361.15,21181.78,76141.89,10096856.72,17556392.17,17792791.25,26403707.21,35241414.05,42094196.73,173413865.94,166886058.62,191869004.54,435807627.78
g_1,8260.94,4792.09,4706.33,12609.25,21821.44,75112.95,6665559.39,29629099.72,19527111.18,24813274.12,35485121.49,65035107.18,214206975.09,201227430.05,237708064.39,303385552.67
c_0,6133.13,6223.14,6573.67,10518.9,16941.0,78022.63,6156695.8,15987313.85,27570843.1,32372363.37,62066987.88,48381171.66,237039569.36,251508251.38,198157319.36,378969620.28
d_0,4109.31,6239.16,6975.88,21325.91,21741.58,70216.87,6331472.69,15080282.86,12697716.22,42943634.98,28576331.12,49688770.9,210661231.65,159403105.36,190534794.14,341200688.53
b_0,6823.32,6392.37,6456.56,12199.12,13532.41,63989.73,6703501.53,16472400.8,20940699.95,29873181.93,55929040.7,43108348.46,226933179.83,371330265.47,189684226.9,394866757.41
f_0,6279.23,4598.09,6091.13,12488.78,20542.66,98735.04,7527111.14,17165597.97,20610708.9,27148144.44,39472087.8,74836953.7,243904761.91,196574753.94,405409862.22,379178857.04
h_0,6242.39,6241.51,8508.4,12597.9,19987.59,63179.11,4760645.47,18396925.69,19678763.09,26075839.47,31793978.62,42277005.15,169693376.09,194967250.11,148544499.94,409828693.66
a_0,6497.83,6271.13,6689.09,13784.76,18726.54,62986.28,6620756.01,16532216.52,20878401.85,29815789.62,38173356.68,48225730.15,225775062.61,302391346.06,167284846.07,350564734.31
e_0,6443.48,5235.98,7075.36,12582.73,21122.69,79378.62,6898572.44,15348702.14,22350070.71,28155748.08,41372595.73,47385674.31,254621624.42,191664617.97,351852531.99,389792624.2
g_0,7955.73,5391.4,6475.21,11741.94,16734.52,79484.6,6043737.5,14252366.27,21385380.87,24604187.15,35999531.35,63100311.19,200939876.41,200221074.13,189459055.69,324827186.83
