,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.89,1.64,1.85,1.24,1.55,1.54,5.83,12.71,6.18,4.61,6.71,8.62,8.3,11.08,4.26,11.48
f_1,2.75,6.05,1.28,1.34,1.27,1.68,4.8,6.87,6.86,4.5,7.37,3.35,7.08,9.0,6.33,10.81
c_1,1.21,1.51,6.52,1.65,2.65,1.34,4.79,5.72,3.08,5.18,5.41,7.19,6.04,10.54,7.24,9.63
d_1,1.43,1.67,1.13,6.61,1.53,1.42,6.19,3.31,13.05,6.7,9.78,7.17,8.96,12.04,9.24,10.18
b_1,1.47,1.46,1.93,1.55,6.94,2.52,5.56,6.39,6.47,4.69,2.98,6.35,5.23,10.66,7.27,10.66
a_1,1.53,1.5,1.66,1.65,1.49,11.0,6.3,7.31,6.46,5.64,7.6,6.93,6.09,10.8,8.91,14.79
h_1,1.59,2.68,1.58,2.08,1.83,1.7,17.21,7.46,8.61,9.18,9.64,8.8,9.78,8.04,10.52,15.64
d_0,1.76,2.04,3.55,1.26,1.98,1.49,5.94,16.16,7.16,6.58,6.73,8.35,9.67,13.59,8.22,11.22
c_0,1.82,2.1,1.2,2.22,1.4,1.77,7.36,8.13,16.92,8.21,19.01,11.33,12.68,14.18,8.15,13.24
g_1,1.73,1.44,1.98,2.95,1.74,1.6,5.85,5.68,8.77,22.57,8.75,15.15,9.93,13.41,12.54,6.68
b_0,1.65,1.96,1.88,2.07,1.21,2.06,7.5,8.52,11.06,7.87,20.46,10.58,20.1,12.23,10.23,14.41
f_0,1.45,1.37,2.1,1.94,2.01,2.0,7.65,9.3,9.47,7.34,11.46,21.95,11.2,17.98,19.44,12.57
a_0,1.86,2.06,2.11,2.06,1.57,1.3,7.37,9.42,11.0,5.94,9.77,8.52,23.53,12.9,11.12,11.34
h_0,1.8,2.53,1.8,2.12,1.78,1.68,3.57,8.4,9.8,9.94,9.63,8.33,8.4,11.33,10.46,17.81
e_0,1.18,2.12,1.68,2.28,2.01,1.58,8.1,8.62,11.24,8.97,10.49,9.24,10.6,16.48,26.47,15.52
g_0,1.6,1.76,1.74,3.35,1.8,1.86,6.43,6.55,10.16,4.65,7.88,14.57,9.0,13.41,9.78,10.14
