,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.79,1.03,0.95,0.96,0.72,0.68,1.08,0.66,0.63,0.65,0.63,0.52,0.58,0.49
f_1,1.31,1.0,0.88,0.96,0.96,0.74,0.58,0.61,0.68,0.58,0.7,0.58,0.48,0.55,0.41,0.74
d_1,1.26,1.14,1.0,0.82,0.83,0.76,0.75,0.49,0.65,0.94,0.67,0.63,0.71,0.54,0.61,0.48
c_1,0.97,1.04,1.22,1.0,1.19,0.73,0.77,0.62,0.43,0.49,0.62,0.71,0.56,0.62,0.65,0.53
b_1,1.05,1.04,1.21,0.84,1.0,1.31,0.75,0.88,0.62,0.69,0.5,0.62,0.58,0.54,0.62,0.55
a_1,1.04,1.34,1.31,1.37,0.76,1.0,0.85,0.81,0.73,0.94,0.73,0.86,0.9,0.55,0.54,0.77
h_1,1.3,1.77,1.31,1.34,1.31,1.1,1.0,1.05,0.75,0.79,0.84,0.93,0.78,0.87,0.76,0.92
g_1,1.39,1.66,2.01,1.57,1.17,1.21,0.97,1.0,0.8,0.8,0.77,0.99,0.71,0.79,0.92,0.65
d_0,0.93,1.52,1.62,2.37,1.6,1.36,1.35,1.23,1.0,0.84,1.01,0.9,0.87,1.24,0.82,0.81
c_0,1.53,1.86,1.09,2.02,1.44,1.16,1.26,1.16,1.18,1.0,1.39,0.99,1.04,1.0,1.03,0.92
b_0,1.6,1.56,1.53,1.65,1.9,1.28,1.18,1.32,1.01,0.69,1.0,0.82,0.96,1.52,0.82,0.92
f_0,1.49,1.83,1.68,1.36,1.73,1.09,1.09,1.0,1.06,1.01,1.2,1.0,1.12,0.9,1.34,0.77
h_0,1.52,2.05,1.42,1.8,1.73,1.12,1.25,1.43,1.11,0.91,0.96,0.86,1.0,0.87,0.78,1.18
a_0,1.77,1.77,1.68,1.73,1.86,,1.13,1.32,0.91,1.05,0.66,1.12,1.18,1.0,1.09,0.88
e_0,1.75,2.53,1.61,1.48,1.47,1.84,1.27,1.15,1.14,1.07,1.25,0.74,1.23,0.83,1.0,0.92
g_0,1.94,1.38,2.14,1.9,1.85,1.3,1.09,1.49,1.17,1.06,1.11,1.24,0.82,1.11,1.05,1.0
