,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,11.31,9.6,8.66,9.1,11.15,2.34,2.42,3.29,2.05,2.2,,1.83,2.24,2.29,2.48
e_1,5.95,1.07,9.46,8.92,8.66,9.28,4.08,2.35,3.54,2.76,2.38,2.76,2.56,2.0,,3.1
d_1,11.23,12.48,1.07,7.49,10.62,8.19,3.48,3.27,2.09,,2.81,3.3,2.32,2.55,3.03,1.26
c_1,9.35,11.09,11.98,1.07,11.2,7.25,3.61,,3.3,1.7,3.22,2.52,2.61,2.24,2.29,2.24
b_1,9.81,10.75,12.1,6.7,1.07,,3.22,2.8,4.91,3.15,,2.62,2.51,3.2,2.46,2.32
a_1,10.92,14.97,15.98,17.65,,1.07,5.06,5.81,6.09,4.02,4.65,3.55,3.61,,,
h_1,15.97,11.29,14.19,14.32,14.3,9.27,1.41,4.15,4.51,4.42,6.3,4.11,,3.51,2.98,2.37
c_0,18.18,16.0,8.54,,14.98,9.48,6.12,1.7,3.89,3.94,4.94,4.64,2.95,3.56,4.08,2.69
g_1,16.05,17.79,23.47,18.56,12.17,10.96,7.27,6.52,1.41,4.72,4.88,4.9,2.85,5.62,,
d_0,20.59,11.29,,19.71,17.09,12.58,5.35,5.12,6.49,1.77,4.18,3.73,2.47,3.58,3.41,3.25
b_0,17.98,14.84,15.24,14.57,,15.48,4.75,3.47,7.24,5.31,1.73,5.64,3.31,5.52,3.87,5.98
f_0,,16.07,12.5,14.63,16.4,20.81,6.46,4.85,4.46,6.95,4.67,1.73,4.19,4.57,7.02,2.17
h_0,15.47,13.19,14.54,15.63,13.12,11.37,,5.52,6.93,5.02,4.68,4.87,,5.44,4.71,5.18
a_0,26.21,28.98,23.59,31.65,24.36,,11.1,5.55,5.2,7.04,3.63,6.37,4.31,1.69,5.56,4.18
e_0,27.04,,20.76,33.27,21.68,,10.11,5.87,,9.02,7.75,3.1,4.85,5.23,1.68,5.4
g_0,18.03,18.12,25.34,17.16,20.06,,5.97,7.37,,5.21,3.93,6.41,3.01,5.76,3.91,
