,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,12948.81,287.53,239.86,255.62,435.83,1047.09,219860.17,472242.02,479033.66,375030.56,808649.65,,3317057.8,5834217.17,5434041.69,12366673.44
e_1,149.72,13243.04,219.05,208.64,348.02,1051.89,184055.81,391383.76,962454.58,432562.44,618935.38,1324168.19,3332247.53,8031649.85,,17284596.72
d_1,199.03,121.2,22106.79,186.69,335.79,1048.75,157291.94,932842.7,,432819.04,792790.19,1375230.95,3188081.29,7935571.23,5442656.21,14959273.18
c_1,178.67,172.92,247.29,24315.03,646.36,1068.74,136543.67,,618719.57,456822.36,502210.07,1541591.69,3590840.51,7351679.14,5854543.46,12805331.17
b_1,206.58,184.93,264.47,184.08,34020.35,2285.94,152376.19,415251.52,645553.31,505397.09,,1199026.52,2560159.27,7338130.78,4283955.12,14346842.39
a_1,203.97,136.72,192.09,277.09,350.72,159377.84,233458.25,487520.44,461563.02,321202.64,636047.12,1156660.92,,7495253.11,6283030.79,16874341.73
h_1,759.66,759.14,633.28,1060.55,1020.04,3475.45,9187014.41,1959302.01,1987480.09,1383091.43,2556217.74,5639747.37,16890047.68,,23672766.72,75847405.12
c_0,893.84,871.96,1561.25,,1800.32,5622.83,766649.33,13601752.54,1753902.8,2305472.98,6485424.83,4625034.95,16929199.39,47468943.57,29180577.14,70870753.0
d_0,851.62,1067.33,,2795.85,1620.41,4973.68,889910.23,2243149.61,15834723.81,1666802.49,3369373.55,7826409.33,15831412.21,24849443.49,32604250.13,53768145.41
g_1,493.9,549.25,1429.56,1168.27,1183.51,5016.56,475190.4,1607556.63,1744756.22,24376986.39,2427442.77,7270677.45,15207514.2,32691734.13,,
b_0,802.31,727.04,1486.91,1419.12,,5918.79,1070878.98,2478727.4,2292308.32,2392833.02,22595769.08,5543811.9,34090955.14,31408132.3,20477669.37,78153483.75
f_0,,518.81,1230.05,1652.26,2101.34,7875.62,918701.44,1997963.24,2335289.1,2176516.64,3137643.16,48022082.64,19845806.03,32504924.22,63010624.48,80882653.03
a_0,864.92,743.32,1122.06,908.65,1906.77,,1403571.65,2494028.19,2810996.14,2257128.37,2502963.21,3681501.76,172732015.41,47403014.48,35321270.98,
h_0,1487.15,1369.36,2284.67,2092.42,1853.92,10056.76,,4226389.9,4763525.03,2425570.78,5883831.42,8272139.63,23696484.81,,45074159.23,103282989.77
e_0,739.51,,1129.45,1314.3,2349.42,5264.09,1387621.97,2050378.94,1459555.69,,2815833.61,6777310.05,15159990.71,63204019.31,312924385.07,
g_0,803.06,1095.49,3122.39,2761.99,2224.7,8776.81,1919674.65,3463578.07,3485506.12,,5245015.44,13810876.6,,40752442.3,,
