,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.23,0.2,0.25,0.17,0.11,0.21,0.17,0.21,0.37,0.21,0.18,0.2,0.12,0.07,0.17
f_1,0.41,0.89,0.22,0.19,0.13,0.1,0.18,0.14,0.2,0.17,0.19,0.08,0.18,0.1,0.08,0.13
d_1,0.22,0.26,0.9,0.15,0.14,0.1,0.25,0.19,0.38,0.1,0.23,0.19,0.19,0.13,0.13,0.17
c_1,0.22,0.22,0.17,0.89,0.37,0.08,0.17,0.15,0.09,0.21,0.15,0.16,0.18,0.12,0.11,0.14
b_1,0.19,0.23,0.21,0.21,0.89,0.25,0.19,0.16,0.19,0.16,0.09,0.14,0.17,0.1,0.12,0.14
a_1,0.22,0.21,0.27,0.25,0.14,0.88,0.23,0.14,0.18,0.23,0.17,0.17,0.26,0.05,0.12,0.18
h_1,0.26,0.38,0.29,0.25,0.18,0.11,0.58,0.26,0.23,0.2,0.22,0.16,0.13,0.17,0.14,0.28
g_1,0.2,0.22,0.49,0.19,0.18,0.12,0.26,0.59,0.26,0.16,0.18,0.36,0.24,0.14,0.14,0.13
c_0,0.3,0.31,0.31,0.17,0.15,0.13,0.25,0.22,0.45,0.22,0.43,0.23,0.26,0.19,0.16,0.22
d_0,0.26,0.26,0.13,0.51,0.23,0.11,0.23,0.19,0.19,0.46,0.2,0.22,0.23,0.18,0.16,0.2
b_0,0.32,0.31,0.28,0.24,0.11,0.1,0.27,0.2,0.25,0.28,0.46,0.25,0.27,0.33,0.19,0.2
f_0,0.19,0.21,0.31,0.3,0.18,0.13,0.27,0.23,0.26,0.29,0.26,0.45,0.28,0.18,0.37,0.18
h_0,0.27,0.44,0.31,0.21,0.17,0.12,0.17,0.24,0.25,0.25,0.2,0.23,0.17,0.17,0.16,0.27
a_0,0.3,0.26,0.36,0.25,0.21,0.08,0.25,0.2,0.28,0.21,0.24,0.19,0.25,0.36,0.12,0.21
e_0,0.16,0.31,0.31,0.32,0.22,0.12,0.27,0.21,0.23,0.26,0.28,0.23,0.26,0.19,0.41,0.21
g_0,0.27,0.27,0.43,0.22,0.18,0.12,0.28,0.15,0.25,0.21,0.24,0.32,0.2,0.17,0.16,0.14
