,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.83,1.48,1.64,1.47,1.28,0.47,0.66,0.52,0.42,0.42,0.55,0.31,0.41,0.37,0.38
e_1,1.24,1.05,1.72,1.91,1.54,1.38,0.74,0.61,0.62,0.49,0.51,0.65,0.43,0.44,0.51,0.41
d_1,2.01,2.05,1.05,1.56,1.84,1.45,0.68,0.48,0.66,0.61,0.51,0.52,0.41,0.46,0.48,0.28
c_1,2.07,1.59,2.38,1.05,2.17,1.54,0.79,0.69,0.35,0.59,0.52,0.48,0.41,0.52,0.48,0.38
b_1,2.5,2.02,2.03,1.26,1.06,2.17,0.85,0.85,0.64,0.85,0.86,0.59,0.52,0.53,0.62,0.47
a_1,3.26,2.91,3.02,2.95,1.53,1.07,1.09,0.95,0.93,0.84,0.92,0.77,0.72,0.91,0.76,0.81
h_1,5.13,4.87,4.03,4.41,4.1,3.52,1.28,1.78,1.42,1.23,1.28,1.23,1.26,1.21,1.05,1.05
g_1,5.72,5.6,5.46,5.81,4.93,5.39,1.7,1.28,1.64,1.55,1.49,1.65,1.01,1.32,1.35,1.18
d_0,5.61,3.79,7.17,7.92,6.15,4.68,2.69,2.53,1.41,1.41,1.72,1.63,1.46,1.51,1.62,1.44
c_0,6.78,5.94,4.05,8.88,5.53,4.63,2.68,2.4,2.59,1.43,2.05,1.71,1.43,1.86,1.48,1.28
b_0,6.67,6.59,5.76,8.01,6.91,5.34,2.46,2.72,1.9,1.25,1.43,1.67,1.46,2.13,1.45,1.38
f_0,8.27,6.62,6.64,7.02,6.7,5.92,2.68,1.86,2.11,1.93,1.93,1.39,1.57,1.88,1.8,1.05
h_0,8.35,7.34,7.1,7.78,7.62,5.62,3.43,2.93,2.29,2.23,2.22,2.04,1.94,2.05,1.89,1.62
a_0,8.49,8.32,7.72,9.14,12.56,7.45,2.94,3.61,2.29,1.96,1.47,2.33,2.03,1.47,2.28,1.76
e_0,10.97,10.2,8.42,9.41,7.08,6.86,3.68,2.82,2.93,2.57,2.59,1.57,1.97,2.21,1.48,1.81
g_0,9.38,9.04,9.51,10.4,9.02,6.33,3.05,4.14,3.05,2.61,2.56,3.0,1.88,2.61,2.48,2.02
