,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,1.01,1.01,1.55,1.21,1.05,2.04,2.3,3.98,2.49,2.56,2.75,3.14,2.43,1.77,3.1
f_1,1.72,2.45,1.18,1.09,0.96,1.0,1.88,2.06,2.19,2.19,2.36,1.55,2.85,2.29,1.98,3.05
d_1,1.2,1.15,2.54,0.95,1.15,1.13,2.01,1.92,1.51,3.84,3.14,2.35,3.23,2.7,2.67,2.53
c_1,0.9,1.12,1.12,2.63,1.82,1.1,2.42,2.02,2.09,1.23,2.16,2.47,2.94,2.75,2.58,3.1
b_1,1.01,1.35,1.12,1.04,2.7,1.81,2.57,2.14,2.18,2.28,1.33,2.68,2.83,1.72,2.97,2.74
a_1,1.22,1.27,1.12,1.15,0.84,3.26,2.45,2.31,2.48,2.44,2.56,2.82,3.54,2.28,2.38,3.76
h_1,1.17,1.66,1.38,1.09,1.19,1.08,4.01,3.15,2.57,2.33,2.28,2.4,2.24,2.43,2.6,4.61
g_1,1.02,1.16,1.88,1.21,1.25,1.05,2.04,4.35,2.63,2.67,2.56,3.97,2.81,2.56,2.38,2.55
d_0,1.05,1.28,0.79,2.06,1.36,1.41,2.16,2.25,3.85,2.19,2.73,2.73,3.54,2.76,2.82,2.82
c_0,1.25,1.48,1.2,1.08,0.97,1.29,2.58,2.57,2.86,3.97,4.46,2.83,3.78,3.37,3.04,3.2
b_0,1.37,1.29,1.2,1.35,0.87,1.1,2.49,2.38,2.88,2.66,4.22,3.03,3.72,4.69,2.94,3.72
f_0,1.15,0.93,1.39,1.28,1.27,1.32,2.8,2.21,2.92,2.52,2.54,4.13,3.56,2.79,5.15,3.24
h_0,1.23,1.65,1.29,1.28,1.2,1.06,1.87,3.04,2.63,2.64,2.56,2.75,2.8,2.81,2.39,4.41
a_0,1.43,1.46,1.35,1.15,1.3,0.73,2.63,2.58,2.28,2.74,2.49,2.88,3.44,4.88,2.85,3.47
e_0,0.87,1.41,1.44,1.19,1.15,1.29,2.65,2.83,2.75,2.52,3.05,2.58,4.02,2.66,4.97,3.83
g_0,1.18,1.21,1.84,1.28,1.24,1.04,2.14,2.12,2.61,2.82,2.36,3.83,2.87,2.86,3.52,2.71
