,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.71,0.65,0.73,0.55,0.51,0.45,1.95,5.32,1.99,2.69,3.44,3.64,4.18,3.27,0.87,3.83
f_1,1.04,5.96,0.52,0.64,0.57,0.5,1.96,2.76,2.18,2.61,2.82,0.94,4.06,2.88,2.02,4.58
c_1,0.53,0.71,6.31,0.52,1.22,0.48,2.3,2.71,1.95,0.5,1.84,2.76,4.03,2.75,3.09,4.18
d_1,0.55,0.57,0.35,6.45,0.65,0.56,2.21,0.69,2.94,6.49,3.24,3.36,4.71,3.71,2.96,4.23
b_1,0.51,0.5,0.65,0.59,7.45,1.31,2.28,2.75,2.02,2.58,0.66,2.87,4.73,2.49,3.08,4.15
a_1,0.59,0.63,0.79,0.52,0.53,10.56,2.5,2.91,1.71,2.6,3.59,2.86,4.25,0.42,3.63,4.46
h_1,0.81,1.56,1.24,1.08,0.86,0.97,16.1,3.37,4.83,4.3,4.61,3.8,3.49,5.13,6.14,9.56
d_0,1.09,1.05,2.07,0.32,0.95,1.23,4.99,13.63,3.08,3.92,5.15,5.31,6.83,3.9,5.17,4.59
g_1,1.04,0.98,0.92,1.79,0.81,0.85,2.95,4.09,19.63,4.96,5.2,7.82,6.0,5.11,5.99,3.66
c_0,1.43,1.16,0.41,1.19,0.68,1.25,3.89,5.09,3.37,14.48,9.75,4.66,7.29,5.63,4.55,7.32
b_0,1.37,0.96,1.29,1.22,0.33,0.64,4.71,4.91,3.36,5.24,15.67,6.41,7.64,9.25,6.8,8.26
f_0,0.99,0.54,1.0,1.2,1.16,1.16,4.94,5.45,4.9,6.27,5.54,17.6,7.49,5.91,11.94,8.08
h_0,0.84,1.74,1.09,1.05,0.8,0.86,1.96,4.13,5.29,5.07,5.35,5.5,4.25,5.45,5.68,10.07
a_0,1.21,0.96,1.16,1.45,0.95,,2.99,5.76,3.53,5.53,5.13,4.05,8.25,21.17,7.81,6.95
e_0,0.4,1.35,1.34,0.92,0.88,1.31,5.74,5.72,3.38,6.06,5.34,5.18,9.31,5.66,22.32,8.44
g_0,0.82,1.04,1.37,1.63,0.76,0.95,3.1,4.59,2.09,4.15,6.11,7.43,10.54,5.96,6.03,4.1
