,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.65,1.18,1.06,1.0,1.04,0.86,0.4,0.41,0.43,0.36,0.38,0.43,0.25,0.36,0.33,0.32
e_1,0.74,0.65,1.01,1.27,1.11,0.96,0.57,0.48,0.53,0.4,0.38,0.45,0.33,0.36,0.35,0.49
d_1,1.19,1.23,0.64,0.99,1.06,1.0,0.5,0.53,0.34,0.44,0.36,0.38,0.31,0.35,0.24,0.35
c_1,1.17,0.89,1.42,0.64,1.14,1.01,0.48,0.26,0.51,0.44,0.38,0.39,0.36,0.38,0.3,0.39
b_1,1.25,1.18,1.25,0.81,0.62,1.33,0.57,0.45,0.56,0.62,0.68,0.37,0.32,0.39,0.37,0.42
a_1,1.71,1.47,1.26,1.29,0.81,0.56,0.68,0.63,0.65,0.59,0.7,0.5,0.51,0.64,0.37,0.49
h_1,1.98,1.57,1.67,1.73,1.71,1.27,0.55,0.57,0.82,0.58,0.53,0.53,0.57,0.5,0.53,0.48
d_0,1.82,1.25,2.5,2.52,1.91,1.53,0.95,0.58,1.07,0.65,0.63,0.7,0.62,0.61,0.64,0.77
g_1,2.21,1.83,2.27,1.73,1.82,1.58,0.72,0.74,0.53,0.76,0.68,0.69,0.43,0.61,0.58,0.6
c_0,2.3,1.9,1.31,2.68,1.73,1.46,0.95,0.99,0.82,0.56,0.76,0.65,0.65,0.72,0.58,0.72
b_0,2.25,1.94,1.84,2.71,2.27,1.36,1.01,0.89,0.85,0.49,0.56,0.72,0.62,0.79,0.59,0.62
f_0,2.63,1.87,1.96,2.09,2.26,1.79,1.04,0.78,0.7,0.75,0.68,0.56,0.64,0.7,0.45,0.91
h_0,2.52,2.26,2.1,2.03,2.27,1.89,1.14,0.82,1.08,0.8,0.8,0.76,0.71,0.73,0.64,0.7
a_0,2.4,2.29,2.33,2.45,2.56,2.03,1.17,0.87,0.97,0.69,0.51,0.74,0.7,0.55,0.67,0.84
g_0,2.49,2.31,2.4,2.52,2.16,1.96,0.88,0.81,1.21,0.79,0.74,0.93,0.6,0.77,0.81,0.86
e_0,2.56,2.75,2.27,2.36,2.42,1.99,1.17,0.82,1.05,0.77,0.73,0.49,0.74,0.84,0.61,0.51
