,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,88.86,92.93,102.92,133.79,165.2,483.18,13297.55,25033.69,28946.05,31189.62,40865.22,62362.68,118757.21,130630.85,152787.35,315957.52
e_1,57.56,96.66,94.82,152.56,177.95,502.39,14249.28,21591.47,26668.43,47413.17,41855.72,72580.15,142470.98,157248.52,207703.29,332907.4
d_1,56.08,57.68,140.04,94.22,136.78,448.07,12719.4,21413.93,38798.86,24602.22,41321.85,64646.15,117956.33,133484.46,167803.82,246032.83
c_1,46.49,46.11,86.88,159.69,200.1,508.91,10920.75,21229.43,20670.45,19877.09,28644.97,58544.71,110670.03,106757.05,176228.85,218592.12
b_1,43.73,43.29,77.87,88.89,206.31,677.36,10717.84,18699.98,22933.87,21224.14,28493.26,54212.56,102637.6,81896.13,157894.27,219994.09
a_1,32.68,32.93,57.97,59.72,70.31,540.62,8415.4,14218.23,16575.73,15499.76,24511.89,35646.46,67812.3,69853.5,123859.82,168610.14
h_1,15.68,14.46,22.19,26.75,33.09,104.95,4092.01,6781.89,6611.17,6093.04,9322.36,15109.18,29854.12,34471.84,46844.41,77882.72
g_1,10.1,11.15,24.48,20.5,27.03,92.61,2234.84,6508.78,6407.96,4500.11,8671.97,18154.7,23422.42,29151.62,42352.64,55178.68
c_0,12.39,12.48,17.74,20.78,23.72,81.65,2658.48,4179.54,6510.48,5875.24,11804.14,13614.38,26254.05,31441.64,42710.45,56918.02
d_0,10.75,10.12,15.09,34.12,31.7,86.19,2516.5,4641.03,4088.83,6348.62,7781.25,11238.3,25722.67,24916.61,35051.81,52005.85
b_0,10.74,10.64,17.27,21.22,19.36,71.61,2432.15,3897.67,4000.34,4556.71,8578.93,10834.8,21665.46,36765.5,33340.49,49837.64
f_0,7.31,8.0,14.42,16.24,21.39,76.26,1884.14,3095.49,4003.57,4805.4,6487.32,13209.06,19150.83,21762.32,50738.87,43361.74
h_0,8.57,7.72,12.74,12.97,18.96,58.15,1189.92,3160.72,3031.82,3138.04,4723.16,7456.35,14198.63,16087.96,23820.49,39872.65
a_0,7.07,6.61,11.33,14.82,20.13,50.06,1553.71,2275.15,3011.76,3249.64,3996.36,7126.84,15049.77,20348.41,18904.56,31161.84
e_0,6.59,5.34,11.16,10.92,15.6,39.53,1234.29,2690.4,2723.95,3074.64,4285.59,6228.41,12995.88,19353.32,29510.94,26786.32
g_0,4.94,5.1,12.06,11.53,14.8,42.52,1126.34,2059.97,2710.94,2633.62,3946.67,7954.64,12006.29,13513.5,23091.75,24958.46
